area_fips,year,qtr,employment,wages,avg_wage_per_employee,state_name,county_name
21157,2023,1,22080.67,328109718,14442.9844426674532558,Kentucky,Marshall County
21159,2023,1,3600.01,42682616,12335.3201175475334471,Kentucky,Martin County
21161,2023,1,15595.34,194548262,11924.9221466629340085,Kentucky,Mason County
21163,2023,1,10100.00,153128876,13865.2916849166612978,Kentucky,Meade County
21165,2023,1,1874.00,18452244,11125.8771365997769787,Kentucky,Menifee County
21167,2023,1,13550.01,199770204,13865.4884067545917517,Kentucky,Mercer County
21169,2023,1,3979.33,40373122,11132.9635279289020763,Kentucky,Metcalfe County
21171,2023,1,6444.67,67039074,11347.7427056420051147,Kentucky,Monroe County
21173,2023,1,21621.34,256481776,12243.9874997094341077,Kentucky,Montgomery County
21175,2023,1,5962.66,64651916,11546.9124176458856811,Kentucky,Morgan County
21177,2023,1,15904.00,201552340,12569.4957274992767463,Kentucky,Muhlenberg County
21179,2023,1,35492.00,461564926,13521.9564761796852867,Kentucky,Nelson County
21181,2023,1,1697.34,14838684,10647.8511593414662505,Kentucky,Nicholas County
21183,2023,1,14700.67,152704674,12109.0325351583006079,Kentucky,Ohio County
21185,2023,1,32955.33,489632774,14748.1060431242287597,Kentucky,Oldham County
21187,2023,1,2882.66,36920822,13330.3727089374233088,Kentucky,Owen County
21189,2023,1,1442.00,13138006,10519.6548011031072934,Kentucky,Owsley County
21191,2023,1,4486.66,59230982,12769.2900379434301228,Kentucky,Pendleton County
21193,2023,1,23064.00,280649696,12940.3228628801551256,Kentucky,Perry County
21195,2023,1,41003.34,529698264,13543.2632224269274130,Kentucky,Pike County
21197,2023,1,5884.66,52591662,9919.5918602876768472,Kentucky,Powell County
21199,2023,1,51578.67,589307840,12408.7643136536038313,Kentucky,Pulaski County
21201,2023,1,586.00,5429204,11305.36434006721725644000,Kentucky,Robertson County
21203,2023,1,8053.34,82625752,10919.1889661054069367,Kentucky,Rockcastle County
21205,2023,1,21665.99,241515192,12271.2943401255131222,Kentucky,Rowan County
21207,2023,1,12080.00,122068596,11716.4015249106314578,Kentucky,Russell County
21209,2023,1,59874.67,958877920,14727.4496061005428985,Kentucky,Scott County
21211,2023,1,31320.67,409179698,13038.4511326460601484,Kentucky,Shelby County
21213,2023,1,19452.00,244917356,12389.8003105846623122,Kentucky,Simpson County
21215,2023,1,4256.66,45554576,12350.3804439753000301,Kentucky,Spencer County
21217,2023,1,24071.34,247167926,12005.3634613561289080,Kentucky,Taylor County
21219,2023,1,5146.66,57546272,11610.9525319592773025,Kentucky,Todd County
21221,2023,1,5878.66,58390102,11552.1222372333761097,Kentucky,Trigg County
21223,2023,1,2152.66,31766696,13787.9456700830462644,Kentucky,Trimble County
21225,2023,1,10078.00,151747876,13860.4532381341191405,Kentucky,Union County
21227,2023,1,136740.67,1841275990,14426.3262927940378360,Kentucky,Warren County
21229,2023,1,6853.34,81370926,12385.6931917682497446,Kentucky,Washington County
21231,2023,1,10754.67,98723314,10934.7509161718140416,Kentucky,Wayne County
21233,2023,1,5323.34,71086638,12748.8130771055205720,Kentucky,Webster County
21235,2023,1,27557.33,307219064,11843.6768820846934689,Kentucky,Whitley County
21237,2023,1,2752.66,25681282,11273.1280594132057894,Kentucky,Wolfe County
21239,2023,1,19408.66,244344054,13208.8348279776031862,Kentucky,Woodford County
22001,2023,1,29010.66,302298430,11557.5145806789805049,Louisiana,Acadia Parish
22003,2023,1,14668.00,165335926,13084.5687235738827337,Louisiana,Allen Parish
22005,2023,1,95961.34,1661936890,15389.8058561087091652,Louisiana,Ascension Parish
22007,2023,1,7200.00,94645960,12487.3980701441355552,Louisiana,Assumption Parish
22009,2023,1,18969.34,180415012,11226.1318983110825074,Louisiana,Avoyelles Parish
22011,2023,1,17574.00,225227708,13018.5097277631656835,Louisiana,Beauregard Parish
22013,2023,1,7494.00,89863454,12326.7901233527215211,Louisiana,Bienville Parish
22015,2023,1,89842.66,1145079694,13910.8353960155596264,Louisiana,Bossier Parish
22017,2023,1,214769.34,2996123074,16944.7655035009676052,Louisiana,Caddo Parish
22019,2023,1,175392.01,2753088094,15346.1438227824180850,Louisiana,Calcasieu Parish
22021,2023,1,4444.67,41298956,10534.0759429215875510,Louisiana,Caldwell Parish
22023,2023,1,7998.66,281221334,26506.4440589862486365,Louisiana,Cameron Parish
22025,2023,1,4275.34,39811340,11014.5937730869521528,Louisiana,Catahoula Parish
22027,2023,1,6042.00,68106626,12657.4967485524126513,Louisiana,Claiborne Parish
22029,2023,1,10528.00,117493210,12514.7467940891871321,Louisiana,Concordia Parish
22031,2023,1,16062.66,269831678,14462.0555559766967381,Louisiana,De Soto Parish
22033,2023,1,527848.01,8507827472,16420.1124671392595559,Louisiana,East Baton Rouge Parish
22035,2023,1,2918.67,30396960,11292.1377693051744718,Louisiana,East Carroll Parish
22037,2023,1,9839.34,124155492,12723.9736626447775309,Louisiana,East Feliciana Parish
22039,2023,1,15550.01,153874570,11133.4236684848666955,Louisiana,Evangeline Parish
22041,2023,1,9344.67,83878008,10321.4311108579524308,Louisiana,Franklin Parish
22043,2023,1,6628.00,82024652,13041.6294671078128789,Louisiana,Grant Parish
22045,2023,1,46312.66,652016014,13652.8422729511918979,Louisiana,Iberia Parish
22047,2023,1,30946.00,647942924,17462.8473189130661686,Louisiana,Iberville Parish
22049,2023,1,7277.99,93463840,12374.4962390319900385,Louisiana,Jackson Parish
22051,2023,1,367720.01,5720636316,16543.1154242508959189,Louisiana,Jefferson Parish
22053,2023,1,15679.35,170031518,12507.2537108926543705,Louisiana,Jefferson Davis Parish
22055,2023,1,267587.34,3781455320,15175.6084038965818989,Louisiana,Lafayette Parish
22057,2023,1,67490.66,1091321442,15084.2180693295288223,Louisiana,Lafourche Parish
22059,2023,1,9226.00,101835226,13068.3202074988089299,Louisiana,La Salle Parish
22061,2023,1,37190.00,427174036,12790.3478857456009556,Louisiana,Lincoln Parish
22063,2023,1,62422.67,689892112,12429.5462273173495509,Louisiana,Livingston Parish
22065,2023,1,6165.99,54282834,10678.4300015994190051,Louisiana,Madison Parish
22067,2023,1,12157.34,126393484,11217.1662346486705850,Louisiana,Morehouse Parish
22069,2023,1,28930.66,310577342,12195.3423443615765421,Louisiana,Natchitoches Parish
22071,2023,1,374618.66,6381586520,18974.9448767585320929,Louisiana,Orleans Parish
22073,2023,1,138884.67,1676990926,13470.6554492002698900,Louisiana,Ouachita Parish
22075,2023,1,22384.66,435949596,16885.7802315756197771,Louisiana,Plaquemines Parish
22077,2023,1,10903.33,132712926,12197.4701394900428395,Louisiana,Pointe Coupee Parish
22079,2023,1,111315.34,1356681702,13387.1817421018568063,Louisiana,Rapides Parish
22081,2023,1,5080.01,65023136,12914.0365250239011005,Louisiana,Red River Parish
22083,2023,1,12593.33,136977266,10437.7061522985865888,Louisiana,Richland Parish
22085,2023,1,10942.66,114692716,10619.9734012677250047,Louisiana,Sabine Parish
22087,2023,1,22120.66,342611544,13999.9323062671798730,Louisiana,St. Bernard Parish
22089,2023,1,46944.01,1116805450,18730.4592236856580646,Louisiana,St. Charles Parish
22091,2023,1,3149.33,34795376,11396.8787404569123659,Louisiana,St. Helena Parish
22093,2023,1,15260.66,303234540,16850.9480705277715340,Louisiana,St. James Parish
22095,2023,1,25693.34,487023290,16669.2190247328540758,Louisiana,St. John the Baptist Parish
22097,2023,1,46994.00,542397758,12401.3057933268503510,Louisiana,St. Landry Parish
22099,2023,1,23621.34,306754864,12740.4832385132883042,Louisiana,St. Martin Parish
22101,2023,1,41421.99,618535528,14458.6042752375069226,Louisiana,St. Mary Parish
22103,2023,1,189058.00,2788180888,15928.8135528731715392,Louisiana,St. Tammany Parish
22105,2023,1,93297.35,1044243768,13784.8622107320056392,Louisiana,Tangipahoa Parish
22107,2023,1,814.66,8090262,12347.8358899654022806,Louisiana,Tensas Parish
22109,2023,1,93709.99,1405291242,14640.9519605074512618,Louisiana,Terrebonne Parish
22111,2023,1,10196.66,102953890,10846.0827763311779865,Louisiana,Union Parish
22113,2023,1,24362.00,281067580,12129.4208061492097674,Louisiana,Vermilion Parish
22115,2023,1,26136.67,296426514,11186.7441046505013110,Louisiana,Vernon Parish
22117,2023,1,21635.33,235835296,12321.5725768446573600,Louisiana,Washington Parish
22119,2023,1,22506.65,267199050,12200.7424416873808213,Louisiana,Webster Parish
22121,2023,1,25934.67,409924258,15008.8190116054343679,Louisiana,West Baton Rouge Parish
22123,2023,1,3849.34,37422706,11156.8444695041432780,Louisiana,West Carroll Parish
22125,2023,1,9377.33,219279737,20649.7198423614573918,Louisiana,West Feliciana Parish
22127,2023,1,8850.67,103183306,12056.7028222155258217,Louisiana,Winn Parish
23001,2023,1,94439.99,1325256148,15002.5069399040032359,Maine,Androscoggin County
23003,2023,1,50552.00,626883750,13575.6672291718048043,Maine,Aroostook County
23005,2023,1,368036.67,6593569118,17392.0399276460580349,Maine,Cumberland County
23007,2023,1,21654.00,260206502,13575.1963448699119017,Maine,Franklin County
23009,2023,1,40552.66,532581746,14173.8254015365228489,Maine,Hancock County
23011,2023,1,120895.34,1738538204,16271.4546109908312400,Maine,Kennebec County
23013,2023,1,32553.99,419845254,13991.6024726843572366,Maine,Knox County
23015,2023,1,20559.34,261447920,13545.8940538369839833,Maine,Lincoln County
23017,2023,1,34053.99,417434784,12976.2097374421016632,Maine,Oxford County
23019,2023,1,137548.66,1795010354,14317.3948877065435613,Maine,Penobscot County
23021,2023,1,10584.67,116626072,13218.6521447219189233,Maine,Piscataquis County
23023,2023,1,32578.67,499443834,17674.8059302910828174,Maine,Sagadahoc County
23025,2023,1,31474.66,406777664,13679.5943684658891419,Maine,Somerset County
23027,2023,1,22206.00,304994834,13901.9613179485871387,Maine,Waldo County
23029,2023,1,19590.66,243875722,13628.9816795968614504,Maine,Washington County
23031,2023,1,146483.35,2228177508,15948.5632035055399260,Maine,York County
24001,2023,1,53068.00,656072680,14904.3326670737632640,Maryland,Allegany County
24003,2023,1,545104.00,10475935716,20420.6689994629193353,Maryland,Anne Arundel County
24005,2023,1,722978.66,12796820290,20520.3394023854340302,Maryland,Baltimore County
24009,2023,1,43405.33,654617458,18008.7901244287095802,Maryland,Calvert County
24011,2023,1,18832.66,255449680,14547.0296097230506653,Maryland,Caroline County
24013,2023,1,113465.34,1524630356,17960.5409911105535881,Maryland,Carroll County
24015,2023,1,69956.66,1026746094,17967.9994176175581185,Maryland,Cecil County
24017,2023,1,81208.00,1187746110,17582.4990662871661113,Maryland,Charles County
24019,2023,1,22191.34,281382538,16398.3504731354063642,Maryland,Dorchester County
24021,2023,1,209716.01,3604210252,18945.1109520895896721,Maryland,Frederick County
24023,2023,1,23226.01,258951652,12786.4972619323989402,Maryland,Garrett County
24025,2023,1,185758.67,3112844146,18725.0374609474697458,Maryland,Harford County
24027,2023,1,335188.66,7250126164,22404.8051976848052003,Maryland,Howard County
24029,2023,1,14477.34,186014880,14558.0424876630079864,Maryland,Kent County
24031,2023,1,910402.66,23148743444,24224.7107427202227020,Maryland,Montgomery County
24033,2023,1,625311.34,11148661406,20325.727391234858,Maryland,Prince George's County
24035,2023,1,29974.00,414731966,15744.0779454193037745,Maryland,Queen Anne's County
24037,2023,1,93164.00,1963343154,20450.3118078820634605,Maryland,St. Mary's County
24039,2023,1,13081.34,186437452,15081.0707491114545653,Maryland,Somerset County
24041,2023,1,34837.34,471924316,15597.0770526199560775,Maryland,Talbot County
24043,2023,1,123610.66,1691544870,17264.7735564967201396,Maryland,Washington County
24045,2023,1,90490.66,1212943970,14394.1272023210894268,Maryland,Wicomico County
24047,2023,1,42684.00,474428762,14008.7810211263615362,Maryland,Worcester County
24510,2023,1,675400.00,14081014426,21511.9844665625112486,Maryland,Baltimore city
25001,2023,1,170475.34,2696646694,18004.4515814355910639,Massachusetts,Barnstable County
25003,2023,1,114282.00,1738334968,17106.2016565633262763,Massachusetts,Berkshire County
25005,2023,1,448705.34,7168529876,18104.4701365702701048,Massachusetts,Bristol County
25007,2023,1,14755.35,255400852,18284.1937513905584255,Massachusetts,Dukes County
25009,2023,1,632116.00,12032415862,19177.3732309187315366,Massachusetts,Essex County
25011,2023,1,50410.66,667197762,15179.3837185033640120,Massachusetts,Franklin County
25013,2023,1,401226.67,6184271904,17055.3541141410136175,Massachusetts,Hampden County
25015,2023,1,127005.34,2000823898,18333.9707151172984052,Massachusetts,Hampshire County
25017,2023,1,1843904.00,54527977290,25937.9835488355769761,Massachusetts,Middlesex County
25019,2023,1,11180.00,214343459,20223.5249292635709667,Massachusetts,Nantucket County
25021,2023,1,677082.66,14527782012,21807.0887983325719590,Massachusetts,Norfolk County
25023,2023,1,376761.34,6611488344,19238.2021298866329589,Massachusetts,Plymouth County
25025,2023,1,1404501.35,50310116248,30679.487766011463,Massachusetts,Suffolk County
25027,2023,1,641055.67,11364589784,18546.9128723180533736,Massachusetts,Worcester County
26001,2023,1,2532.33,23169331,10669.5645990899094406,Michigan,Alcona County
26003,2023,1,4038.00,52614305,13594.3441284937995035,Michigan,Alger County
26005,2023,1,79147.33,1235269784,15531.2963561348539954,Michigan,Allegan County
26007,2023,1,23676.01,284753400,15201.2883337920368363,Michigan,Alpena County
26009,2023,1,9260.01,94705900,13727.7916176532779236,Michigan,Antrim County
26011,2023,1,7381.99,79384094,13595.3537165966756210,Michigan,Arenac County
26013,2023,1,5732.66,74260726,14250.5219716743428709,Michigan,Baraga County
26015,2023,1,25541.34,320236394,14167.6393354219823003,Michigan,Barry County
26017,2023,1,66721.33,943268600,16295.2350443639535998,Michigan,Bay County
26019,2023,1,8665.33,96315920,13924.6693445847719176,Michigan,Benzie County
26021,2023,1,115819.34,1698512108,16811.0361843596568634,Michigan,Berrien County
26023,2023,1,26340.01,331630736,13897.2309643552176938,Michigan,Branch County
26025,2023,1,105676.00,1792984134,18138.6960224417096780,Michigan,Calhoun County
26027,2023,1,18009.33,221433138,14710.0639469709079358,Michigan,Cass County
26029,2023,1,20675.33,285780302,16498.4601615921873640,Michigan,Charlevoix County
26031,2023,1,10398.00,120177964,14450.0903917555049739,Michigan,Cheboygan County
26033,2023,1,24136.66,294745824,14976.3583306676545349,Michigan,Chippewa County
26035,2023,1,13387.34,153722964,14294.5606061703859748,Michigan,Clare County
26037,2023,1,35444.00,440158024,14362.3556636674013123,Michigan,Clinton County
26039,2023,1,7862.67,98867042,13630.6852871105765244,Michigan,Crawford County
26041,2023,1,26274.00,317970410,14633.2692142220331387,Michigan,Delta County
26043,2023,1,27732.01,412036738,16951.6298108170079027,Michigan,Dickinson County
26045,2023,1,84465.99,1230402636,15698.6827613452775495,Michigan,Eaton County
26047,2023,1,32837.33,456073116,15776.5242958318613740,Michigan,Emmet County
26049,2023,1,259959.33,3492327618,15215.1050626689626047,Michigan,Genesee County
26051,2023,1,8074.65,84994202,12903.5403893816054565,Michigan,Gladwin County
26053,2023,1,10292.00,113309642,13711.8925460927824394,Michigan,Gogebic County
26055,2023,1,98650.00,1398507982,16932.2372279402152999,Michigan,Grand Traverse County
26057,2023,1,25502.01,329139582,14225.0459005329005871,Michigan,Gratiot County
26059,2023,1,22701.33,286490373,13602.5099865492863852,Michigan,Hillsdale County
26061,2023,1,20607.67,252870956,13993.7226835883631920,Michigan,Houghton County
26063,2023,1,21679.34,259010938,14040.5046388565146741,Michigan,Huron County
26065,2023,1,303302.66,5060802210,17646.9414048199872661,Michigan,Ingham County
26067,2023,1,36877.33,434038568,14161.8475800087070762,Michigan,Ionia County
26069,2023,1,14758.66,205278732,15916.4812405468691009,Michigan,Iosco County
26071,2023,1,6596.67,71388684,13448.6802022007697061,Michigan,Iron County
26073,2023,1,44370.00,529487919,14165.4852616314705951,Michigan,Isabella County
26075,2023,1,111470.67,1729387332,17055.3165875867699044,Michigan,Jackson County
26077,2023,1,237049.34,3950790088,18078.6695022379186205,Michigan,Kalamazoo County
26079,2023,1,8757.99,121764528,14461.9731384242609989,Michigan,Kalkaska County
26081,2023,1,821658.67,12528502098,16791.8840824545927151,Michigan,Kent County
26083,2023,1,691.33,5197863,9593.7620250809974485,Michigan,Keweenaw County
26085,2023,1,3190.00,32671608,12506.1943684643989893,Michigan,Lake County
26087,2023,1,42610.67,511850538,14511.9446780885570719,Michigan,Lapeer County
26089,2023,1,11315.34,132288416,15153.1117747737295327,Michigan,Leelanau County
26091,2023,1,50698.00,653483604,15052.1369827563791379,Michigan,Lenawee County
26093,2023,1,125029.99,1713620596,15962.2338326058489579,Michigan,Livingston County
26095,2023,1,3411.33,38344874,13067.4197417880646322,Michigan,Luce County
26097,2023,1,6785.33,78246398,13434.4054475776702313,Michigan,Mackinac County
26099,2023,1,667038.66,11749024768,19324.1888864869860101,Michigan,Macomb County
26101,2023,1,11049.67,142295726,13878.7763403927273411,Michigan,Manistee County
26103,2023,1,51134.66,662316558,14999.4290755686718080,Michigan,Marquette County
26105,2023,1,19194.66,232957300,15478.0210231190805181,Michigan,Mason County
26107,2023,1,21721.01,226814891,12559.3347734633025961,Michigan,Mecosta County
26109,2023,1,14145.33,167088244,13895.9655123159741712,Michigan,Menominee County
26111,2023,1,73820.67,1477670584,17823.3194485007431103,Michigan,Midland County
26113,2023,1,6890.67,75486946,12586.7280939494674762,Michigan,Missaukee County
26115,2023,1,78102.00,1233383628,16663.5127999861571764,Michigan,Monroe County
26117,2023,1,28740.34,306920805,12209.4429455273880649,Michigan,Montcalm County
26119,2023,1,3976.00,39432304,12831.7035152750965393,Michigan,Montmorency County
26121,2023,1,120805.34,1550664820,15356.7569773250831291,Michigan,Muskegon County
26123,2023,1,23240.01,279606502,13959.6385010071113186,Michigan,Newaygo County
26125,2023,1,1427566.66,27674627422,18183.6345934933391399,Michigan,Oakland County
26127,2023,1,10969.34,119538154,14490.5702493757116649,Michigan,Oceana County
26129,2023,1,11976.67,120971616,13411.2081134355772324,Michigan,Ogemaw County
26131,2023,1,2581.34,22222788,10897.6066382656255262,Michigan,Ontonagon County
26133,2023,1,16340.01,209510906,13039.2758992052781600,Michigan,Osceola County
26135,2023,1,2588.66,25262278,12520.4884453366080141,Michigan,Oscoda County
26137,2023,1,20862.00,262673890,16811.2925221603044325,Michigan,Otsego County
26139,2023,1,245058.66,3506680910,15739.7325899266070823,Michigan,Ottawa County
26141,2023,1,4945.34,52914192,14103.9966556822532080,Michigan,Presque Isle County
26143,2023,1,11601.34,115626264,12772.2520961770738989,Michigan,Roscommon County
26145,2023,1,155387.34,2355638044,16455.3996270711493251,Michigan,Saginaw County
26147,2023,1,81980.00,1133487622,16854.1892835166666125,Michigan,St. Clair County
26149,2023,1,42349.33,549922426,14248.4920834779416175,Michigan,St. Joseph County
26151,2023,1,19033.33,222390131,12814.5638134598565229,Michigan,Sanilac County
26153,2023,1,4769.34,55731712,14168.3840406940805482,Michigan,Schoolcraft County
26155,2023,1,30292.01,381615792,14355.6842701871495235,Michigan,Shiawassee County
26157,2023,1,23423.34,275934116,13717.3628915127262542,Michigan,Tuscola County
26159,2023,1,40905.99,524987328,14611.9431357493763366,Michigan,Van Buren County
26161,2023,1,426496.66,7488287408,18666.2240222198437070,Michigan,Washtenaw County
26163,2023,1,1418231.34,27811080918,19567.164263897470,Michigan,Wayne County
26165,2023,1,27420.00,330981290,14811.4675084039292204,Michigan,Wexford County
27001,2023,1,8305.34,97928836,13134.4530865016018512,Minnesota,Aitkin County
27003,2023,1,259154.67,4144163188,17457.6028103779829335,Minnesota,Anoka County
27005,2023,1,28928.66,357686650,15295.3533183359453695,Minnesota,Becker County
27007,2023,1,39839.33,515084504,15413.6930358371835771,Minnesota,Beltrami County
27009,2023,1,34230.00,449121208,14999.6533191117309608,Minnesota,Benton County
27011,2023,1,3145.99,35780780,12904.1519537072090910,Minnesota,Big Stone County
27013,2023,1,79369.34,1080116576,15416.4863785335253378,Minnesota,Blue Earth County
27015,2023,1,26236.67,348427216,15018.4227997490098122,Minnesota,Brown County
27017,2023,1,25214.67,339919094,14803.5304184948094200,Minnesota,Carlton County
27019,2023,1,80792.00,1382038626,16896.1009792444208410,Minnesota,Carver County
27021,2023,1,19660.00,200165260,13241.8297901219366372,Minnesota,Cass County
27023,2023,1,10334.66,133900556,14097.7790598456134399,Minnesota,Chippewa County
27025,2023,1,31090.00,439936280,15110.6894296035057962,Minnesota,Chisago County
27027,2023,1,38704.01,499904798,14966.7443680024330186,Minnesota,Clay County
27029,2023,1,5051.34,65559084,12822.2543340855556012,Minnesota,Clearwater County
27031,2023,1,4992.00,53207726,13117.7060931391063717,Minnesota,Cook County
27033,2023,1,11784.00,133194626,13143.2763044627755658,Minnesota,Cottonwood County
27035,2023,1,58566.00,731690480,14897.8385155893101820,Minnesota,Crow Wing County
27037,2023,1,367602.66,6735616378,18536.9634565788927545,Minnesota,Dakota County
27039,2023,1,11230.00,159465976,14432.7710641942960629,Minnesota,Dodge County
27041,2023,1,37606.66,557994908,16371.5774135342565748,Minnesota,Douglas County
27043,2023,1,8732.00,109323584,12972.0610943082810376,Minnesota,Faribault County
27045,2023,1,11972.67,127282062,12127.6098829506453801,Minnesota,Fillmore County
27047,2023,1,23264.00,287887460,13795.5162031976484726,Minnesota,Freeborn County
27049,2023,1,41439.33,624528780,15912.6965520334268520,Minnesota,Goodhue County
27051,2023,1,3663.35,40703360,13023.7292644745000312,Minnesota,Grant County
27053,2023,1,1803019.33,43844878630,22357.5976994225575160,Minnesota,Hennepin County
27055,2023,1,9787.34,105997848,12700.9968210351024193,Minnesota,Houston County
27057,2023,1,11224.67,135521800,12921.9000390250303365,Minnesota,Hubbard County
27059,2023,1,23038.00,278574130,13788.7293562199740920,Minnesota,Isanti County
27061,2023,1,30280.67,394245566,14283.4430901738860190,Minnesota,Itasca County
27063,2023,1,9643.33,131835468,14115.9854726020101108,Minnesota,Jackson County
27065,2023,1,7836.67,93740182,13653.6715706479092124,Minnesota,Kanabec County
27067,2023,1,44161.34,534363332,13898.6715280272046662,Minnesota,Kandiyohi County
27069,2023,1,2792.00,32406980,12988.3413649546190026,Minnesota,Kittson County
27071,2023,1,8730.00,130620958,15150.4394869642382705,Minnesota,Koochiching County
27073,2023,1,4289.34,47716112,11198.0679740623815703,Minnesota,Lac qui Parle County
27075,2023,1,6879.33,89902922,13980.7656363053344233,Minnesota,Lake County
27077,2023,1,3306.00,42155452,15214.9907775547007342,Minnesota,Lake of the Woods County
27079,2023,1,16029.33,209769456,14370.8286810081522459,Minnesota,Le Sueur County
27081,2023,1,3094.01,31412328,11704.7740254482262610,Minnesota,Lincoln County
27083,2023,1,26926.00,366744218,14059.5802876283919444,Minnesota,Lyon County
27085,2023,1,30986.00,423770516,14799.0515503015551363,Minnesota,McLeod County
27087,2023,1,3407.99,38478526,12772.7463427695724029,Minnesota,Mahnomen County
27089,2023,1,4474.01,56263968,12924.2778898536488108,Minnesota,Marshall County
27091,2023,1,16277.34,203984028,13582.9708727274276504,Minnesota,Martin County
27093,2023,1,15418.66,196708778,14341.3814248926754623,Minnesota,Meeker County
27095,2023,1,17645.33,199276554,14240.2192959871832696,Minnesota,Mille Lacs County
27097,2023,1,20670.00,227853972,12705.8679611055054649,Minnesota,Morrison County
27099,2023,1,32935.34,456596448,15006.2235774050847005,Minnesota,Mower County
27101,2023,1,5423.34,64765260,12788.0267801715875079,Minnesota,Murray County
27103,2023,1,29533.33,392405072,15025.7983008199843602,Minnesota,Nicollet County
27105,2023,1,20408.00,285722312,14613.9392976352810567,Minnesota,Nobles County
27107,2023,1,3138.00,38479142,11804.1661797621681580,Minnesota,Norman County
27109,2023,1,200685.99,3761280764,18522.1533625778845068,Minnesota,Olmsted County
27111,2023,1,43103.33,542156726,14296.3995591276666693,Minnesota,Otter Tail County
27113,2023,1,19828.00,275148760,14607.2510639466968405,Minnesota,Pennington County
27115,2023,1,14982.67,153515380,13184.5588310291134954,Minnesota,Pine County
27117,2023,1,8215.99,99507966,13056.8389008246930464,Minnesota,Pipestone County
27119,2023,1,23168.00,298605138,13769.5526562378958274,Minnesota,Polk County
27121,2023,1,8490.00,116781334,14882.4908540032955525,Minnesota,Pope County
27123,2023,1,641375.34,12589937870,20169.9813167549627396,Minnesota,Ramsey County
27125,2023,1,1918.66,20267646,13022.5492100489230275,Minnesota,Red Lake County
27127,2023,1,11744.00,145010920,12858.6145420189239544,Minnesota,Redwood County
27129,2023,1,10487.99,134506868,12956.4850704004882948,Minnesota,Renville County
27131,2023,1,49922.00,677929168,15213.2154703551616509,Minnesota,Rice County
27133,2023,1,7013.99,91868790,12842.2257667200603966,Minnesota,Rock County
27135,2023,1,15846.67,289935972,17028.6003073777339059,Minnesota,Roseau County
27137,2023,1,185764.67,2750961720,15952.1773244471117809,Minnesota,St. Louis County
27139,2023,1,115395.34,1705621004,16425.8234994136624204,Minnesota,Scott County
48455,2023,1,4475.33,44025306,11551.3409371152725703,Texas,Trinity County
27141,2023,1,53155.34,734942788,15888.2574014545702082,Minnesota,Sherburne County
27143,2023,1,6853.99,84941166,13263.5415442755174870,Minnesota,Sibley County
27145,2023,1,169260.00,2501220030,16377.6124968001987669,Minnesota,Stearns County
27147,2023,1,37268.67,585706722,16051.0296941912626590,Minnesota,Steele County
27149,2023,1,10740.00,143093774,13750.8688679476624680,Minnesota,Stevens County
27151,2023,1,7189.33,109904696,13874.6464725904524095,Minnesota,Swift County
27153,2023,1,13102.01,164130078,13908.9824865195535770,Minnesota,Todd County
27155,2023,1,2091.33,22994890,11998.7870578620372428,Minnesota,Traverse County
27157,2023,1,12536.67,144637714,13542.9010191526716317,Minnesota,Wabasha County
27159,2023,1,11027.34,131055682,13114.7335185168261931,Minnesota,Wadena County
27161,2023,1,10586.66,133708190,14526.6687654982978741,Minnesota,Waseca County
27163,2023,1,182938.00,2853320362,17349.6071952816229677,Minnesota,Washington County
27165,2023,1,8915.34,103573148,12578.6929486508701354,Minnesota,Watonwan County
27167,2023,1,3206.00,42674786,12789.9487734730283786,Minnesota,Wilkin County
27169,2023,1,47642.67,606229240,14149.5130991276350683,Minnesota,Winona County
27171,2023,1,91212.00,1196481718,14888.1116549133041847,Minnesota,Wright County
27173,2023,1,7294.67,81161984,11965.7213292853364914,Minnesota,Yellow Medicine County
28001,2023,1,19689.34,197148918,10917.4065083650633040,Mississippi,Adams County
28003,2023,1,26378.00,301919360,13062.8303285807738706,Mississippi,Alcorn County
28005,2023,1,3877.34,44125108,11158.8644279985135586,Mississippi,Amite County
28007,2023,1,9292.00,97770104,11401.9045303225369116,Mississippi,Attala County
28009,2023,1,2143.33,22810828,13639.7772027836606094,Mississippi,Benton County
28011,2023,1,20956.67,222579716,11467.8302398404302982,Mississippi,Bolivar County
28013,2023,1,5768.00,53551670,10385.8600032000378643,Mississippi,Calhoun County
28015,2023,1,2118.00,19989670,10611.8620251695523280,Mississippi,Carroll County
28017,2023,1,8965.34,84845162,10878.9706100426555662,Mississippi,Chickasaw County
28019,2023,1,4315.34,62293278,15415.7733129342720968,Mississippi,Choctaw County
28021,2023,1,6614.66,119872710,15160.2727905424948913,Mississippi,Claiborne County
28023,2023,1,6036.00,58919924,10128.6845636938872615,Mississippi,Clarke County
28025,2023,1,13672.66,143517516,11336.0327488961504065,Mississippi,Clay County
28027,2023,1,13094.67,133700672,11483.5234224828881600,Mississippi,Coahoma County
28029,2023,1,12662.66,118867302,11103.0209570023880425,Mississippi,Copiah County
28031,2023,1,11276.00,120641558,11144.9393433835107027,Mississippi,Covington County
28033,2023,1,139131.33,1529693184,13211.2038785506739450,Mississippi,DeSoto County
28035,2023,1,79506.66,959958920,13288.6429272573131195,Mississippi,Forrest County
28037,2023,1,3029.34,33916628,11650.2369257562299314,Mississippi,Franklin County
28039,2023,1,10106.66,97860206,10461.8744475994777623,Mississippi,George County
28041,2023,1,3661.33,36623332,11195.6179345777111167,Mississippi,Greene County
