"area_fips","year","qtr","employment","wages","avg_wage_per_employee"
"19135",2023,1,"7482.67","119568436","14732.2440795932098170"
"19137",2023,1,"7996.66","100515002","12820.1562981562943705"
"19139",2023,1,"43078.00","663699280","14471.1040839006050161"
"19141",2023,1,"12678.00","146602460","12390.1582508874262941"
"19143",2023,1,"5180.67","62527018","12349.3591443771234777"
"19145",2023,1,"11326.66","137155587","13365.4078369746442100"
"19147",2023,1,"6921.34","80915462","12255.7114928997384716"
"19149",2023,1,"22994.00","416419598","16332.3441587103144353"
"19151",2023,1,"5450.00","68055532","12378.3991618922611584"
"19153",2023,1,"614118.66","11537451772","18282.0786000346139228"
"19155",2023,1,"78801.34","1064609190","14200.4629804282168388"
"19157",2023,1,"18422.00","260613266","13247.1153384600523818"
"19159",2023,1,"2675.34","28321560","11114.5713855204100546"
"19161",2023,1,"5776.00","75478316","12643.6643600879490470"
"19163",2023,1,"175143.33","2539153876","15613.6515300709156212"
"19165",2023,1,"10941.33","145412100","13691.5243622632045286"
"19167",2023,1,"43579.34","557006482","14575.7038570802744373"
"19169",2023,1,"80183.67","1218063809","16249.5722372829727681"
"19171",2023,1,"10761.33","146945596","13213.5989420459222558"
"19173",2023,1,"3853.34","45039884","11339.7351239755836324"
"19175",2023,1,"11393.33","131778150","13328.0146855888810920"
"19177",2023,1,"3683.34","41679776","12444.8786571280642223"
"19179",2023,1,"30217.35","388748872","13814.7964084303727399"
"19181",2023,1,"24131.34","293295868","13160.1856813873361896"
"19183",2023,1,"16062.00","177148070","12638.6747277578669610"
"19185",2023,1,"4161.99","49945102","12635.8379652988682194"
"19187",2023,1,"34488.67","483527874","14460.6193660193807930"
"19189",2023,1,"8190.66","90674810","11272.6015637834284634"
"19191",2023,1,"19596.00","237946350","13127.5856497093838582"
"19193",2023,1,"100982.01","1320903352","14926.2254021005779480"
"19195",2023,1,"4438.66","51390540","12111.1657068371559500"
"19197",2023,1,"11445.34","156527652","14677.1425770069396370"
"19999",2023,1,"18805.33","494925227","24832.9261748266915247"
"20000",2023,1,"3046687.34","45179541206","15072.802427990263"
"20001",2023,1,"10968.00","119400248","11611.9615008520281340"
"20003",2023,1,"4480.00","49353774","11490.3183056637728654"
"20005",2023,1,"10884.00","150756112","13398.2049879394107899"
"20007",2023,1,"3087.34","34104318","11535.6914596564464154"
"20009",2023,1,"22810.00","275695024","12628.6491722124664356"
"20011",2023,1,"11172.00","115651686","11258.0404678891644823"
"20013",2023,1,"8722.67","104503990","12216.5349033376457678"
"20015",2023,1,"39816.66","480858242","13196.3830299703822240"
"20017",2023,1,"1420.66","15982172","13872.9141142863963215"
"20019",2023,1,"1498.00","13112660","9874.8437055484576518"
"20021",2023,1,"11454.66","155124738","12628.9173425072814132"
"20023",2023,1,"1645.34","16323138","10918.8958187076917235"
"20025",2023,1,"1548.66","18658044","12048.6729145771380916"
"20027",2023,1,"5753.34","54616664","10725.2587687897276499"
"20029",2023,1,"6238.67","60541532","11021.0862658300421141"
"20031",2023,1,"6697.99","115455354","15698.8384666177056481"
"20033",2023,1,"1224.67","11355662","11736.2116316117225367"
"20035",2023,1,"27178.66","311048758","12537.6162856515393052"
"20037",2023,1,"35352.65","384997830","12107.3302201873560797"
"20039",2023,1,"1713.34","15596058","9671.1104867964981828"
"20041",2023,1,"11898.00","129654764","12001.8454588562548882"
"20043",2023,1,"5058.00","57344020","12197.8581496231756352"
"20045",2023,1,"100039.33","1277073652","15479.7082712396693650"
"20047",2023,1,"1768.67","19345656","11263.3997007244440455"
"20049",2023,1,"1244.67","9915248","10509.9148498551393582"
"20051",2023,1,"30924.00","370184648","13212.5457305553652683"
"20053",2023,1,"4378.00","52063224","12380.0101983583180018"
"20055",2023,1,"39488.00","477687400","13200.9895249802577499"
"20057",2023,1,"35257.34","509580144","14222.2409218715698921"
"20059",2023,1,"20282.66","240320992","12681.8289243808159961"
"20061",2023,1,"25164.00","301014738","12333.2377832670135287"
"20063",2023,1,"2345.34","25338500","11545.8908115853080692"
"20065",2023,1,"1832.00","20790428","12015.9663648088026602"
"20067",2023,1,"4904.66","60608860","12578.3277774253070135"
"20069",2023,1,"6053.99","75755278","12812.9146185003530590"
"20071",2023,1,"1219.34","12597714","11078.5150465610845991"
"20073",2023,1,"2935.34","24728668","9899.7258124624987218"
"20075",2023,1,"3226.00","35747016","11152.3198511347258214"
"20077",2023,1,"4832.67","54326976","11938.7600378819146668"
"20079",2023,1,"28861.34","343500642","12511.0492952808037023"
"20081",2023,1,"3248.00","37796676","12207.0443942711184091"
"20083",2023,1,"1176.66","11583144","10853.1256000184943522"
"20085",2023,1,"8516.00","91792056","12145.1322759848716144"
"20087",2023,1,"7390.67","87445596","12005.6033305454176800"
"20089",2023,1,"1366.67","11627534","9524.2534656065981793"
"20091",2023,1,"728210.66","13820953318","18428.4652441466096116"
"20093",2023,1,"2983.33","34900722","12554.4991523884802979"
"20095",2023,1,"5296.01","60396966","11782.4835503854266169"
"20097",2023,1,"2108.00","18426046","10077.8992973512989568"
"20099",2023,1,"16772.66","189936832","12619.1284208706999355"
"20101",2023,1,"1238.00","12765440","11032.2294747118449669"
"20103",2023,1,"43044.67","594443652","15070.3818219904611417"
"20105",2023,1,"1878.00","19571958","11042.9294590364025831"
"20107",2023,1,"4132.00","49170032","12298.3621190461117856"
"20109",2023,1,"2563.34","24613752","11141.5340119912559848"
"20111",2023,1,"31121.34","359278154","13095.1345916638960310"
"20113",2023,1,"32234.00","494422528","14003.9536140128395274"
"20115",2023,1,"7468.00","70450134","10963.3848066351938428"
"20117",2023,1,"8889.34","99272280","11089.8017079828164471"
"20119",2023,1,"2932.66","39811754","13350.8496506384572376"
"20121",2023,1,"17037.34","214991326","14400.1926771848194824"
"20123",2023,1,"6241.33","70209688","11409.6886655937025497"
"20125",2023,1,"29449.34","325862902","11955.9516432834266384"
"20127",2023,1,"2994.66","27533608","10754.9707972639272811"
"20129",2023,1,"1596.66","16436062","11495.2028287095871882"
"20131",2023,1,"11500.00","140391060","12061.9704476041884451"
"20133",2023,1,"12912.67","142055226","11886.1324502220431945"
"20135",2023,1,"2220.66","24917702","11513.7773138339203389"
"20137",2023,1,"4531.34","51809378","11939.3932255743380296"
"20139",2023,1,"7480.67","60028880","10258.9184591382734453"
"20141",2023,1,"2558.01","24417398","11920.6614794754945747"
"20143",2023,1,"2527.34","24543188","11536.2187192626531899"
"20145",2023,1,"5044.00","60834752","12419.8604643743206442"
"20147",2023,1,"4399.33","50384188","11680.1124887412516450"
"20149",2023,1,"19185.34","234794940","13011.9806227363884654"
"20151",2023,1,"9172.00","108109440","12067.9164690431814772"
"20153",2023,1,"1926.00","19931970","11201.8229967630888917"
"20155",2023,1,"52001.34","632545626","13431.8962454197073577"
"20157",2023,1,"3827.33","35035440","10065.5978876600581580"
"20159",2023,1,"7445.34","86184536","11741.6112628800844698"
"20161",2023,1,"60110.00","757815804","14204.8316034636683667"
"20163",2023,1,"3331.34","35361260","11929.1476112863707335"
"20165",2023,1,"2162.66","21648898","10726.9533776667460501"
"20167",2023,1,"4990.00","52491638","11121.7542574601141532"
"20169",2023,1,"59551.34","711438896","13403.6796079749148116"
"20171",2023,1,"4186.67","50841248","12587.5612623525067554"
"20173",2023,1,"517164.66","7811106486","15763.6254492274469054"
"20175",2023,1,"21750.00","334989594","14126.7104361299720060"
"20177",2023,1,"198509.33","2947751054","15515.9759934881553114"
"20179",2023,1,"1980.66","21836054","11555.5144351200833076"
"20181",2023,1,"4652.00","49228120","12498.9375257976553421"
"20183",2023,1,"2726.00","30585838","11652.2661088830153698"
"20185",2023,1,"2386.67","25203512","11752.0589079890475163"
"20187",2023,1,"1850.67","22676616","12177.6035366013114566"
"20189",2023,1,"4076.00","52858450","12812.6996685650825341"
"20191",2023,1,"12582.01","137797512","12096.7104554254143810"
"20193",2023,1,"8024.00","90742460","12471.7475510001565518"
"20195",2023,1,"2212.66","23086982","11139.7548587450857828"
"20197",2023,1,"2788.66","27027858","10791.4078297363333668"
"20199",2023,1,"1030.00","9325214","9550.1615964286504211"
"20201",2023,1,"4083.99","36130442","9952.7525721229209981"
"20203",2023,1,"1416.00","16478898","12169.6440691913395012"
"20205",2023,1,"6724.00","74532248","11485.7834853546875633"
"20207",2023,1,"1349.34","11612030","10332.1912866107958514"
"20209",2023,1,"181001.34","2926001302","17208.2625272387635122"
"20999",2023,1,"30682.00","739721264","20829.0589552130703385"
"21000",2023,1,"4187425.67","61665599004","15108.630520269996"
"21001",2023,1,"9504.66","91350408","10927.8910329029173417"
"21003",2023,1,"9742.00","110621356","12277.2526803397166545"
"21005",2023,1,"10078.66","112733184","11955.2913218652489891"
"21007",2023,1,"5564.00","62270876","11153.1671947618496319"
"21009",2023,1,"31229.33","364651890","12414.7028131535962984"
"21011",2023,1,"4046.01","48316806","12245.0033826982206147"
"21013",2023,1,"16444.67","167396320","11708.7404307815751126"
"21015",2023,1,"207852.00","2924713560","14672.3479170131717960"
"21017",2023,1,"13750.00","173447952","12685.6517418208058432"
"21019",2023,1,"50403.34","732407640","13796.2776180779551578"
"21021",2023,1,"29506.00","367469370","12972.1189645958322924"
"21023",2023,1,"2880.66","32162362","11953.5751881866826377"
"21025",2023,1,"5319.33","52919606","11987.7778189628027564"
"21027",2023,1,"7340.00","77354294","11669.5401994492399785"
"21029",2023,1,"58176.66","723580026","13484.7153650863115181"
"21031",2023,1,"5901.34","60411250","10740.7637194553314155"
"21033",2023,1,"9492.66","100444126","10989.1789577670733791"
"21035",2023,1,"30992.00","337218260","12654.5814481789916282"
"21037",2023,1,"61976.66","872960900","15765.6197807267399500"
"21039",2023,1,"2060.00","22284150","11024.3138183469037499"
"21041",2023,1,"15835.33","293801714","16686.2947643036687433"
"21043",2023,1,"11643.34","112943314","10922.4590878053365601"
"21045",2023,1,"7892.66","82001920","11141.7065008764777188"
"21047",2023,1,"62670.66","839565336","13129.3653765226825799"
"21049",2023,1,"26610.00","354693702","13529.1091720930355408"
"21051",2023,1,"8038.00","86576402","12197.1550130590346184"
"21053",2023,1,"7187.33","66372764","11223.3019709475337558"
"21055",2023,1,"3914.66","37106780","10468.7754527355100678"
"21057",2023,1,"4355.33","51393092","11640.0963977463328256"
"21059",2023,1,"91668.66","1201937052","13196.0552988484908610"
"21061",2023,1,"3178.66","31191124","10577.9471874042335398"
"21063",2023,1,"1704.66","18375608","11425.7419207770188984"
"21065",2023,1,"4559.99","50991118","12265.1807613681174623"
"21067",2023,1,"398316.00","6336424054","18134.9396709267827231"
"21069",2023,1,"6368.66","66647284","11408.5204575213736215"
"21071",2023,1,"21997.34","239305706","12520.4007069357059102"
"21073",2023,1,"65785.33","932357264","14807.7350307749162435"
"21075",2023,1,"4543.33","44927788","11246.0577050685310310"
"21077",2023,1,"5264.00","103225684","15910.0615793331516996"
"21079",2023,1,"4911.33","52648374","11979.7215007537574068"
"21081",2023,1,"10486.66","131366296","13188.8519692251689495"
"21083",2023,1,"23062.00","274670656","13520.3759041760151129"
"21085",2023,1,"15404.00","160275694","11776.4834062597921321"
"21087",2023,1,"3596.01","35703966","11400.8943740664580214"
"21089",2023,1,"13905.33","162528818","12382.5495370189715592"
"21091",2023,1,"7358.00","149550604","16155.8594265613855863"
"21093",2023,1,"93566.66","1202302924","12952.6832542866393131"
"21095",2023,1,"12248.00","127870652","11459.9072544222492045"
"21097",2023,1,"10377.34","130672284","12749.1577079043107287"
"21099",2023,1,"9854.00","119834260","12065.1069579637029957"
"21101",2023,1,"37490.00","504329518","13469.6582780588136822"
"21103",2023,1,"5477.33","60726570","12034.4939459737469291"
"21105",2023,1,"1526.00","15183540","11341.3113694434901876"
"21107",2023,1,"34345.34","457458286","13868.1645170447758726"
"21109",2023,1,"3668.00","32343200","10139.2504820181613659"
"21111",2023,1,"951190.66","17414349120","18606.8807719245804297"
"21113",2023,1,"36083.33","464110080","13320.2267946291453076"
"21115",2023,1,"10547.33","106287008","10912.7977335715215868"
"21117",2023,1,"144199.34","2604038114","15600.7800062247984442"
"21119",2023,1,"4328.00","40131242","10575.7599147015665190"
"21121",2023,1,"16572.66","163154312","11932.8753395875555458"
"21123",2023,1,"4820.00","47393698","11474.9513024243711769"
"21125",2023,1,"52238.67","596252492","13264.5655366741504937"
"21127",2023,1,"8204.67","84760870","11415.0025959006477033"
"21129",2023,1,"3418.66","36937096","11471.8669110524656380"
"21131",2023,1,"3262.00","32448744","10817.6384023726715750"
"21133",2023,1,"8682.66","93269602","11286.0404498358669624"
"21135",2023,1,"3901.33","37797260","10640.4549179114809425"
"21137",2023,1,"7764.67","85076944","11746.7196723436952112"
"21139",2023,1,"5634.66","75882370","12994.6022726366021691"
"21141",2023,1,"18125.33","250267440","13040.9353443720159711"
"21143",2023,1,"5158.66","53554544","13247.6508418879199800"
"21145",2023,1,"80532.66","1124800366","15534.7413941802740197"
"21147",2023,1,"5720.67","58327366","11439.8244491287325081"
"21149",2023,1,"3538.00","36503474","10089.7629025709513384"
"21151",2023,1,"70361.99","880600454","13381.0925910999650777"
"21153",2023,1,"3863.99","34128630","11175.1307889598822535"
"21155",2023,1,"17439.35","212713218","12348.9337251502495020"
"21157",2023,1,"22080.67","328109718","14442.9844426674532558"
"21159",2023,1,"3600.01","42682616","12335.3201175475334471"
"21161",2023,1,"15595.34","194548262","11924.9221466629340085"
"21163",2023,1,"10100.00","153128876","13865.2916849166612978"
"21165",2023,1,"1874.00","18452244","11125.8771365997769787"
"21167",2023,1,"13550.01","199770204","13865.4884067545917517"
"21169",2023,1,"3979.33","40373122","11132.9635279289020763"
"21171",2023,1,"6444.67","67039074","11347.7427056420051147"
"21173",2023,1,"21621.34","256481776","12243.9874997094341077"
"21175",2023,1,"5962.66","64651916","11546.9124176458856811"
"21177",2023,1,"15904.00","201552340","12569.4957274992767463"
"21179",2023,1,"35492.00","461564926","13521.9564761796852867"
"21181",2023,1,"1697.34","14838684","10647.8511593414662505"
"21183",2023,1,"14700.67","152704674","12109.0325351583006079"
"21185",2023,1,"32955.33","489632774","14748.1060431242287597"
"21187",2023,1,"2882.66","36920822","13330.3727089374233088"
"21189",2023,1,"1442.00","13138006","10519.6548011031072934"
"21191",2023,1,"4486.66","59230982","12769.2900379434301228"
"21193",2023,1,"23064.00","280649696","12940.3228628801551256"
"21195",2023,1,"41003.34","529698264","13543.2632224269274130"
"21197",2023,1,"5884.66","52591662","9919.5918602876768472"
"21199",2023,1,"51578.67","589307840","12408.7643136536038313"
"21201",2023,1,"586.00","5429204","11305.36434006721725644000"
"21203",2023,1,"8053.34","82625752","10919.1889661054069367"
"21205",2023,1,"21665.99","241515192","12271.2943401255131222"
"21207",2023,1,"12080.00","122068596","11716.4015249106314578"
"21209",2023,1,"59874.67","958877920","14727.4496061005428985"
"21211",2023,1,"31320.67","409179698","13038.4511326460601484"
"21213",2023,1,"19452.00","244917356","12389.8003105846623122"
"21215",2023,1,"4256.66","45554576","12350.3804439753000301"
"21217",2023,1,"24071.34","247167926","12005.3634613561289080"
"21219",2023,1,"5146.66","57546272","11610.9525319592773025"
"21221",2023,1,"5878.66","58390102","11552.1222372333761097"
"21223",2023,1,"2152.66","31766696","13787.9456700830462644"
"21225",2023,1,"10078.00","151747876","13860.4532381341191405"
"21227",2023,1,"136740.67","1841275990","14426.3262927940378360"
"21229",2023,1,"6853.34","81370926","12385.6931917682497446"
"21231",2023,1,"10754.67","98723314","10934.7509161718140416"
"21233",2023,1,"5323.34","71086638","12748.8130771055205720"
"21235",2023,1,"27557.33","307219064","11843.6768820846934689"
"21237",2023,1,"2752.66","25681282","11273.1280594132057894"
"21239",2023,1,"19408.66","244344054","13208.8348279776031862"
"21999",2023,1,"68107.34","1550971373","23435.1879233958628065"
"22000",2023,1,"4062784.65","60285064708","15283.564874116281"
"22001",2023,1,"29010.66","302298430","11557.5145806789805049"
"22003",2023,1,"14668.00","165335926","13084.5687235738827337"
"22005",2023,1,"95961.34","1661936890","15389.8058561087091652"
"22007",2023,1,"7200.00","94645960","12487.3980701441355552"
"22009",2023,1,"18969.34","180415012","11226.1318983110825074"
"22011",2023,1,"17574.00","225227708","13018.5097277631656835"
"22013",2023,1,"7494.00","89863454","12326.7901233527215211"
"22015",2023,1,"89842.66","1145079694","13910.8353960155596264"
"22017",2023,1,"214769.34","2996123074","16944.7655035009676052"
"22019",2023,1,"175392.01","2753088094","15346.1438227824180850"
"22021",2023,1,"4444.67","41298956","10534.0759429215875510"
"22023",2023,1,"7998.66","281221334","26506.4440589862486365"
"22025",2023,1,"4275.34","39811340","11014.5937730869521528"
"22027",2023,1,"6042.00","68106626","12657.4967485524126513"
"22029",2023,1,"10528.00","117493210","12514.7467940891871321"
"22031",2023,1,"16062.66","269831678","14462.0555559766967381"
"22033",2023,1,"527848.01","8507827472","16420.1124671392595559"
"22035",2023,1,"2918.67","30396960","11292.1377693051744718"
"22037",2023,1,"9839.34","124155492","12723.9736626447775309"
"22039",2023,1,"15550.01","153874570","11133.4236684848666955"
"22041",2023,1,"9344.67","83878008","10321.4311108579524308"
"22043",2023,1,"6628.00","82024652","13041.6294671078128789"
"22045",2023,1,"46312.66","652016014","13652.8422729511918979"
"22047",2023,1,"30946.00","647942924","17462.8473189130661686"
"22049",2023,1,"7277.99","93463840","12374.4962390319900385"
"22051",2023,1,"367720.01","5720636316","16543.1154242508959189"
"22053",2023,1,"15679.35","170031518","12507.2537108926543705"
"22055",2023,1,"267587.34","3781455320","15175.6084038965818989"
"22057",2023,1,"67490.66","1091321442","15084.2180693295288223"
"22059",2023,1,"9226.00","101835226","13068.3202074988089299"
"22061",2023,1,"37190.00","427174036","12790.3478857456009556"
"22063",2023,1,"62422.67","689892112","12429.5462273173495509"
"22065",2023,1,"6165.99","54282834","10678.4300015994190051"
"22067",2023,1,"12157.34","126393484","11217.1662346486705850"
"22069",2023,1,"28930.66","310577342","12195.3423443615765421"
"22071",2023,1,"374618.66","6381586520","18974.9448767585320929"
"22073",2023,1,"138884.67","1676990926","13470.6554492002698900"
"22075",2023,1,"22384.66","435949596","16885.7802315756197771"
"22077",2023,1,"10903.33","132712926","12197.4701394900428395"
"22079",2023,1,"111315.34","1356681702","13387.1817421018568063"
"22081",2023,1,"5080.01","65023136","12914.0365250239011005"
"22083",2023,1,"12593.33","136977266","10437.7061522985865888"
"22085",2023,1,"10942.66","114692716","10619.9734012677250047"
"22087",2023,1,"22120.66","342611544","13999.9323062671798730"
"22089",2023,1,"46944.01","1116805450","18730.4592236856580646"
"22091",2023,1,"3149.33","34795376","11396.8787404569123659"
"22093",2023,1,"15260.66","303234540","16850.9480705277715340"
"22095",2023,1,"25693.34","487023290","16669.2190247328540758"
"22097",2023,1,"46994.00","542397758","12401.3057933268503510"
"22099",2023,1,"23621.34","306754864","12740.4832385132883042"
"22101",2023,1,"41421.99","618535528","14458.6042752375069226"
"22103",2023,1,"189058.00","2788180888","15928.8135528731715392"
"22105",2023,1,"93297.35","1044243768","13784.8622107320056392"
"22107",2023,1,"814.66","8090262","12347.8358899654022806"
"22109",2023,1,"93709.99","1405291242","14640.9519605074512618"
"22111",2023,1,"10196.66","102953890","10846.0827763311779865"
"22113",2023,1,"24362.00","281067580","12129.4208061492097674"
"22115",2023,1,"26136.67","296426514","11186.7441046505013110"
"22117",2023,1,"21635.33","235835296","12321.5725768446573600"
"22119",2023,1,"22506.65","267199050","12200.7424416873808213"
"22121",2023,1,"25934.67","409924258","15008.8190116054343679"
"22123",2023,1,"3849.34","37422706","11156.8444695041432780"
"22125",2023,1,"9377.33","219279737","20649.7198423614573918"
"22127",2023,1,"8850.67","103183306","12056.7028222155258217"
"22999",2023,1,"35382.33","858255283","23919.1786220624731319"
"23000",2023,1,"1333917.33","20524392421","16110.482710763730"
"23001",2023,1,"94439.99","1325256148","15002.5069399040032359"
"23003",2023,1,"50552.00","626883750","13575.6672291718048043"
"23005",2023,1,"368036.67","6593569118","17392.0399276460580349"
"23007",2023,1,"21654.00","260206502","13575.1963448699119017"
"23009",2023,1,"40552.66","532581746","14173.8254015365228489"
"23011",2023,1,"120895.34","1738538204","16271.4546109908312400"
"23013",2023,1,"32553.99","419845254","13991.6024726843572366"
"23015",2023,1,"20559.34","261447920","13545.8940538369839833"
"23017",2023,1,"34053.99","417434784","12976.2097374421016632"
"23019",2023,1,"137548.66","1795010354","14317.3948877065435613"
"23021",2023,1,"10584.67","116626072","13218.6521447219189233"
"23023",2023,1,"32578.67","499443834","17674.8059302910828174"
"23025",2023,1,"31474.66","406777664","13679.5943684658891419"
"23027",2023,1,"22206.00","304994834","13901.9613179485871387"
"23029",2023,1,"19590.66","243875722","13628.9816795968614504"
"23031",2023,1,"146483.35","2228177508","15948.5632035055399260"
"23999",2023,1,"51591.34","1299816824","21516.3894402219750744"
"24000",2023,1,"5827227.34","116546519200","21651.572700828464"
"24001",2023,1,"53068.00","656072680","14904.3326670737632640"
"24003",2023,1,"545104.00","10475935716","20420.6689994629193353"
"24005",2023,1,"722978.66","12796820290","20520.3394023854340302"
"24009",2023,1,"43405.33","654617458","18008.7901244287095802"
"24011",2023,1,"18832.66","255449680","14547.0296097230506653"
"24013",2023,1,"113465.34","1524630356","17960.5409911105535881"
"24015",2023,1,"69956.66","1026746094","17967.9994176175581185"
"24017",2023,1,"81208.00","1187746110","17582.4990662871661113"
"24019",2023,1,"22191.34","281382538","16398.3504731354063642"
"24021",2023,1,"209716.01","3604210252","18945.1109520895896721"
"24023",2023,1,"23226.01","258951652","12786.4972619323989402"
"24025",2023,1,"185758.67","3112844146","18725.0374609474697458"
"24027",2023,1,"335188.66","7250126164","22404.8051976848052003"
"24029",2023,1,"14477.34","186014880","14558.0424876630079864"
"24031",2023,1,"910402.66","23148743444","24224.7107427202227020"
"24033",2023,1,"625311.34","11148661406","20325.727391234858"
"24035",2023,1,"29974.00","414731966","15744.0779454193037745"
"24037",2023,1,"93164.00","1963343154","20450.3118078820634605"
"24039",2023,1,"13081.34","186437452","15081.0707491114545653"
"24041",2023,1,"34837.34","471924316","15597.0770526199560775"
"24043",2023,1,"123610.66","1691544870","17264.7735564967201396"
"24045",2023,1,"90490.66","1212943970","14394.1272023210894268"
"24047",2023,1,"42684.00","474428762","14008.7810211263615362"
"24510",2023,1,"675400.00","14081014426","21511.9844665625112486"
"24999",2023,1,"240924.66","7217050752","26310.1866452640587602"
"25000",2023,1,"7571252.34","186773643806","22765.525544069238"
"25001",2023,1,"170475.34","2696646694","18004.4515814355910639"
"25003",2023,1,"114282.00","1738334968","17106.2016565633262763"
"25005",2023,1,"448705.34","7168529876","18104.4701365702701048"
"25007",2023,1,"14755.35","255400852","18284.1937513905584255"
"25009",2023,1,"632116.00","12032415862","19177.3732309187315366"
"25011",2023,1,"50410.66","667197762","15179.3837185033640120"
"25013",2023,1,"401226.67","6184271904","17055.3541141410136175"
"25015",2023,1,"127005.34","2000823898","18333.9707151172984052"
"25017",2023,1,"1843904.00","54527977290","25937.9835488355769761"
"25019",2023,1,"11180.00","214343459","20223.5249292635709667"
"25021",2023,1,"677082.66","14527782012","21807.0887983325719590"
"25023",2023,1,"376761.34","6611488344","19238.2021298866329589"
"25025",2023,1,"1404501.35","50310116248","30679.487766011463"
"25027",2023,1,"641055.67","11364589784","18546.9128723180533736"
"25999",2023,1,"168673.67","6831595555","37250.7712431631589047"
"26000",2023,1,"9143425.00","154756813702","17580.999557032174"
"26001",2023,1,"2532.33","23169331","10669.5645990899094406"
"26003",2023,1,"4038.00","52614305","13594.3441284937995035"
"26005",2023,1,"79147.33","1235269784","15531.2963561348539954"
"26007",2023,1,"23676.01","284753400","15201.2883337920368363"
"26009",2023,1,"9260.01","94705900","13727.7916176532779236"
"26011",2023,1,"7381.99","79384094","13595.3537165966756210"
"26013",2023,1,"5732.66","74260726","14250.5219716743428709"
"26015",2023,1,"25541.34","320236394","14167.6393354219823003"
"26017",2023,1,"66721.33","943268600","16295.2350443639535998"
"26019",2023,1,"8665.33","96315920","13924.6693445847719176"
"26021",2023,1,"115819.34","1698512108","16811.0361843596568634"
"26023",2023,1,"26340.01","331630736","13897.2309643552176938"
"26025",2023,1,"105676.00","1792984134","18138.6960224417096780"
"26027",2023,1,"18009.33","221433138","14710.0639469709079358"
"26029",2023,1,"20675.33","285780302","16498.4601615921873640"
"26031",2023,1,"10398.00","120177964","14450.0903917555049739"
"26033",2023,1,"24136.66","294745824","14976.3583306676545349"
"26035",2023,1,"13387.34","153722964","14294.5606061703859748"
"26037",2023,1,"35444.00","440158024","14362.3556636674013123"
"26039",2023,1,"7862.67","98867042","13630.6852871105765244"
"26041",2023,1,"26274.00","317970410","14633.2692142220331387"
"26043",2023,1,"27732.01","412036738","16951.6298108170079027"
"26045",2023,1,"84465.99","1230402636","15698.6827613452775495"
"26047",2023,1,"32837.33","456073116","15776.5242958318613740"
"26049",2023,1,"259959.33","3492327618","15215.1050626689626047"
"26051",2023,1,"8074.65","84994202","12903.5403893816054565"
"26053",2023,1,"10292.00","113309642","13711.8925460927824394"
"26055",2023,1,"98650.00","1398507982","16932.2372279402152999"
"26057",2023,1,"25502.01","329139582","14225.0459005329005871"
"26059",2023,1,"22701.33","286490373","13602.5099865492863852"
"26061",2023,1,"20607.67","252870956","13993.7226835883631920"
"26063",2023,1,"21679.34","259010938","14040.5046388565146741"
"26065",2023,1,"303302.66","5060802210","17646.9414048199872661"
"26067",2023,1,"36877.33","434038568","14161.8475800087070762"
"26069",2023,1,"14758.66","205278732","15916.4812405468691009"
"26071",2023,1,"6596.67","71388684","13448.6802022007697061"
"26073",2023,1,"44370.00","529487919","14165.4852616314705951"
"26075",2023,1,"111470.67","1729387332","17055.3165875867699044"
"26077",2023,1,"237049.34","3950790088","18078.6695022379186205"
"26079",2023,1,"8757.99","121764528","14461.9731384242609989"
"26081",2023,1,"821658.67","12528502098","16791.8840824545927151"
"26083",2023,1,"691.33","5197863","9593.7620250809974485"
"26085",2023,1,"3190.00","32671608","12506.1943684643989893"
"26087",2023,1,"42610.67","511850538","14511.9446780885570719"
"26089",2023,1,"11315.34","132288416","15153.1117747737295327"
"26091",2023,1,"50698.00","653483604","15052.1369827563791379"
"26093",2023,1,"125029.99","1713620596","15962.2338326058489579"
"26095",2023,1,"3411.33","38344874","13067.4197417880646322"
"26097",2023,1,"6785.33","78246398","13434.4054475776702313"
"26099",2023,1,"667038.66","11749024768","19324.1888864869860101"
"26101",2023,1,"11049.67","142295726","13878.7763403927273411"
"26103",2023,1,"51134.66","662316558","14999.4290755686718080"
"26105",2023,1,"19194.66","232957300","15478.0210231190805181"
"26107",2023,1,"21721.01","226814891","12559.3347734633025961"
"26109",2023,1,"14145.33","167088244","13895.9655123159741712"
"26111",2023,1,"73820.67","1477670584","17823.3194485007431103"
"26113",2023,1,"6890.67","75486946","12586.7280939494674762"
"26115",2023,1,"78102.00","1233383628","16663.5127999861571764"
"26117",2023,1,"28740.34","306920805","12209.4429455273880649"
"26119",2023,1,"3976.00","39432304","12831.7035152750965393"
"26121",2023,1,"120805.34","1550664820","15356.7569773250831291"
"26123",2023,1,"23240.01","279606502","13959.6385010071113186"
"26125",2023,1,"1427566.66","27674627422","18183.6345934933391399"
"26127",2023,1,"10969.34","119538154","14490.5702493757116649"
"26129",2023,1,"11976.67","120971616","13411.2081134355772324"
"26131",2023,1,"2581.34","22222788","10897.6066382656255262"
"26133",2023,1,"16340.01","209510906","13039.2758992052781600"
"26135",2023,1,"2588.66","25262278","12520.4884453366080141"
"26137",2023,1,"20862.00","262673890","16811.2925221603044325"
"26139",2023,1,"245058.66","3506680910","15739.7325899266070823"
"26141",2023,1,"4945.34","52914192","14103.9966556822532080"
"26143",2023,1,"11601.34","115626264","12772.2520961770738989"
"26145",2023,1,"155387.34","2355638044","16455.3996270711493251"
