"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","qtrly_estabs","avg_qtrly_employment","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","wages_per_employee"
"24039",3,"10",71,0,2023,1,"19","1084.00","15442212","270824","3338","1096","14245.5830258302583026"
"24039",5,"10",71,0,2023,1,"398","3590.67","42564362","21131686","465518","912","11854.1669142220571852"
"24041",0,"10",70,0,2023,1,"1560","17418.67","235962158","91006290","1870419","1042","13546.510907838334"
"24041",1,"10",71,0,2023,1,"20","206.00","4023835","0","0","1503","19533.1796116504854369"
"24041",2,"10",71,0,2023,1,"8","238.33","3800214","0","0","1227","15944.9538461538461561"
"24041",3,"10",71,0,2023,1,"18","1548.67","24395727","257320","4156","1212","15752.7294446835987943"
"24041",5,"10",71,0,2023,1,"1514","15425.67","203742382","90748970","1866263","1016","13208.011452773516"
"24043",0,"10",70,0,2023,1,"3539","61805.33","845772435","331108314","8539168","1053","13684.457139621176"
"24043",1,"10",71,0,2023,1,"40","572.00","12826031","0","0","1725","22423.1311188811188811"
"24043",2,"10",71,0,2023,1,"12","1745.00","39687791","0","0","1750","22743.7197707736389685"
"24043",3,"10",71,0,2023,1,"66","6336.00","90266250","765084","25498","1096","14246.5672348484848485"
"24043",5,"10",71,0,2023,1,"3421","53152.33","702992363","330343230","8513670","1017","13225.992518359182"
"24045",0,"10",70,0,2023,1,"2535","45245.33","606471985","215286101","4872387","1031","13404.078173807980"
"24045",1,"10",71,0,2023,1,"27","289.33","4912227","0","0","1306","16977.7430875576036886"
"24045",2,"10",71,0,2023,1,"13","2586.33","38686812","0","0","1151","14958.1693517205825495"
"24045",3,"10",71,0,2023,1,"46","5515.00","73661512","494932","4949","1027","13356.5751586582048957"
"24045",5,"10",71,0,2023,1,"2449","36854.67","489211434","214791169","4867438","1021","13274.070239861076"
"24047",0,"10",70,0,2023,1,"2285","21342.00","237214381","105896506","3240923","855","11114.9086777246743510"
"24047",1,"10",71,0,2023,1,"15","189.67","3623138","0","0","1469","19102.6608084358523692"
"24047",2,"10",71,0,2023,1,"6","176.33","2528038","0","0","1103","14336.6994328922495301"
"24047",3,"10",71,0,2023,1,"46","3050.33","46313894","0","0","1168","15183.2239099551961536"
"24047",5,"10",71,0,2023,1,"2218","17925.67","184749311","105896506","3240923","793","10306.4122766238352770"
"24510",0,"10",70,0,2023,1,"14245","337700.00","7040507213","1361235715","33463251","1604","20848.407500740302"
"24510",1,"10",71,0,2023,1,"77","11927.33","304181007","0","0","1962","25502.8511821586272428"
"24510",2,"10",71,0,2023,1,"125","35836.33","797494423","3867","0","1712","22253.795207843065"
"24510",3,"10",71,0,2023,1,"218","24235.67","442779325","85000","850","1405","18269.739846232137"
"24510",5,"10",71,0,2023,1,"13825","265700.67","5496052458","1361146848","33462401","1591","20685.128595838425"
"24999",0,"10",70,0,2023,1,"27081","120462.33","3608525376","972093076","21393051","2304","29955.632405150158"
"24999",1,"10",71,0,2023,1,"94","1499.67","48210906","0","0","2473","32147.7479439875527888"
"24999",2,"10",71,0,2023,1,"20","43.00","971190","24065","443","1737","22585.8139534883720930"
"24999",3,"10",71,0,2023,1,"33","512.33","8645417","317806","3623","1298","16874.5940143135979191"
"24999",5,"10",71,0,2023,1,"26934","118407.33","3550697863","971751205","21388985","2307","29987.144909380613"
"25000",0,"10",50,0,2023,1,"294139","3566829.00","89017966230","32098316342","486299209","1920","24957.172387574509"
"25000",1,"10",51,0,2023,1,"955","44832.00","1121712063","0","0","1925","25020.344017665953"
"25000",2,"10",51,0,2023,1,"2205","108083.67","2481138595","1596007718","123032","1766","22955.721909878458"
"25000",3,"10",51,0,2023,1,"4356","284678.67","5134860688","439765335","1149816","1387","18037.391941323317"
"25000",5,"10",51,0,2023,1,"286623","3129234.67","80280254884","30062543289","485026361","1973","25654.916756216429"
"25000",8,"10",96,0,2023,1,"7516","437594.33","8737711346","2035773053","1272848","1536","19967.606251756764"
"25001",0,"10",70,0,2023,1,"10111","85237.67","1348323347","663876474","10071760","1217","15818.398129934731"
"25001",1,"10",71,0,2023,1,"82","1484.67","32854109","0","0","1702","22128.9463403682083515"
"25001",2,"10",71,0,2023,1,"83","2430.33","46228729","23160531","68085","1463","19021.5590453984364287"
"25001",3,"10",71,0,2023,1,"206","9978.67","177069841","16827540","79329","1365","17744.8397581507215392"
"25001",5,"10",71,0,2023,1,"9740","71344.00","1092170668","623888403","9924346","1178","15308.514633325858"
"25003",0,"10",70,0,2023,1,"5655","57141.00","869167484","401475027","5589698","1170","15210.925325073065"
"25003",1,"10",71,0,2023,1,"32","349.00","7531168","0","0","1660","21579.2779369627507163"
"25003",2,"10",71,0,2023,1,"79","1743.00","34910871","20879297","7","1541","20029.1858864027538726"
"25003",3,"10",71,0,2023,1,"175","5741.67","77622077","7303584","24108","1040","13519.0845283018867924"
"25003",5,"10",71,0,2023,1,"5369","49307.33","749103368","373292146","5565583","1169","15192.534606076175"
"25005",0,"10",70,0,2023,1,"19103","224352.67","3584264938","1835844808","28574530","1229","15976.030021186881"
"25005",1,"10",71,0,2023,1,"53","1125.67","23365708","0","0","1597","20757.2176488007106893"
"25005",2,"10",71,0,2023,1,"156","5912.33","127932235","79121435","31","1664","21638.1972712409088348"
"25005",3,"10",71,0,2023,1,"408","22589.00","371063012","30145920","75501","1264","16426.712647748904"
"25005",5,"10",71,0,2023,1,"18486","194725.67","3061903983","1726577453","28498998","1210","15724.193093873946"
"25007",0,"10",70,0,2023,1,"1526","7377.67","127700426","71868618","1012656","1331","17309.0533592373379116"
"25007",1,"10",71,0,2023,1,"6","36.67","736468","0","0","1545","20085.4909090909090726"
"25007",2,"10",71,0,2023,1,"10","65.67","1303617","0","0","1527","19852.0355329949238478"
"25007",3,"10",71,0,2023,1,"67","1381.67","23196847","15014014","21628","1291","16789.0328106151990346"
"25007",5,"10",71,0,2023,1,"1443","5893.67","102463494","56854604","991028","1337","17385.3561450144222611"
"25009",0,"10",70,0,2023,1,"30138","316058.00","6016207931","2671438361","39981363","1464","19035.138901720570"
"25009",1,"10",71,0,2023,1,"60","3346.67","69463016","0","0","1597","20755.8812749003984062"
"25009",2,"10",71,0,2023,1,"206","6139.33","121668842","76299869","15974","1524","19817.9240959930502770"
"25009",3,"10",71,0,2023,1,"456","32379.67","551958964","35341995","149466","1311","17046.468380362161"
"25009",5,"10",71,0,2023,1,"29416","274192.33","5273117109","2559796497","39815923","1479","19231.453501617478"
"25011",0,"10",70,0,2023,1,"2723","25205.33","333598881","191902719","2698882","1018","13235.249722280999"
"25011",1,"10",71,0,2023,1,"30","204.33","3790988","0","0","1427","18552.9592169657422543"
"25011",2,"10",71,0,2023,1,"42","853.67","16006587","8677968","902","1442","18750.3947676688793433"
"25011",3,"10",71,0,2023,1,"164","3906.33","47703520","20453597","44850","939","12211.8406007338510113"
"25011",5,"10",71,0,2023,1,"2487","20241.00","266097786","162771154","2653130","1011","13146.4742848673484512"
"25013",0,"10",70,0,2023,1,"20148","200613.33","3092135952","1444697040","21885739","1186","15413.411963312508"
"25013",1,"10",71,0,2023,1,"67","3633.67","72530094","0","0","1535","19960.5799467938721216"
"25013",2,"10",71,0,2023,1,"166","7106.67","136799384","89185689","155","1481","19249.4442776735459661"
"25013",3,"10",71,0,2023,1,"249","21843.67","338871951","28969092","118155","1193","15513.510445438037"
"25013",5,"10",71,0,2023,1,"19666","168029.33","2543934523","1326542259","21767429","1165","15139.823937487105"
"25015",0,"10",70,0,2023,1,"5169","63502.67","1000411949","550486061","5397296","1212","15753.857302580469"
"25015",1,"10",71,0,2023,1,"41","1440.00","33799904","0","0","1806","23472.1555555555555556"
"25015",2,"10",71,0,2023,1,"90","8266.00","205172247","185838256","957","1909","24821.2251391241229131"
"25015",3,"10",71,0,2023,1,"168","6715.67","89684657","22383733","46792","1027","13354.5426614384275574"
"25015",5,"10",71,0,2023,1,"4870","47081.00","671755141","342264072","5349547","1098","14268.072916887917"
"25017",0,"10",70,0,2023,1,"61597","921952.00","27263988645","9020281531","140356388","2275","29572.026141274166"
"25017",1,"10",71,0,2023,1,"173","11089.33","295914531","0","0","2053","26684.6096248647348804"
"25017",2,"10",71,0,2023,1,"318","13886.00","338012001","252163085","95","1872","24341.927192856114"
"25017",3,"10",71,0,2023,1,"767","66076.00","1223332224","83877074","151273","1424","18514.017555542103"
"25017",5,"10",71,0,2023,1,"60339","830900.67","25406729889","8684241372","140205020","2352","30577.337229640767"
"25019",0,"10",70,0,2023,1,"1312","5972.33","114635118","72587174","1203077","1476","19194.3603281799408384"
"25019",1,"10",71,0,2023,1,"3","43.00","961329","0","0","1720","22356.4883720930232558"
"25019",2,"10",71,0,2023,1,"9","0.00","0","0","0","0",NULL
"25019",3,"10",71,0,2023,1,"12","0.00","0","0","0","0",NULL
"25019",5,"10",71,0,2023,1,"1288","5164.67","98747012","57998861","1174245","1471","19119.7260875177488059"
"25021",0,"10",70,0,2023,1,"27415","338541.33","7263891006","3124557377","48745824","1650","21456.437636369365"
"25021",1,"10",71,0,2023,1,"60","1493.00","36898812","0","0","1901","24714.5425318151373074"
"25021",2,"10",71,0,2023,1,"136","5284.33","120361308","86574618","231","1752","22777.0090203746924874"
"25021",3,"10",71,0,2023,1,"391","29397.00","540026515","22520248","80256","1413","18370.123311902575"
"25021",5,"10",71,0,2023,1,"26828","302367.00","6566604371","3015462511","48665337","1671","21717.331491201090"
"25023",0,"10",70,0,2023,1,"17846","188380.67","3305744172","1570667833","25659438","1350","17548.213574641418"
"25023",1,"10",71,0,2023,1,"64","2840.00","67833280","0","0","1837","23884.9577464788732394"
"25023",2,"10",71,0,2023,1,"148","5671.67","112985010","69674447","717","1532","19920.9538642374375550"
"25023",3,"10",71,0,2023,1,"419","21646.00","378325276","22943187","50369","1344","17477.837752933567"
"25023",5,"10",71,0,2023,1,"17215","158223.00","2746600606","1478050199","25608352","1335","17359.047711141869"
"25025",0,"10",70,0,2023,1,"35289","702250.67","25155058124","6355237535","91230763","2755","35820.625480360289"
"25025",1,"10",71,0,2023,1,"127","13899.67","388355202","0","0","2149","27939.893186886975"
"25025",2,"10",71,0,2023,1,"448","34650.67","874209328","441099196","17476","1941","25229.221025088502"
"25025",3,"10",71,0,2023,1,"142","27574.67","757136288","54207452","112916","2112","27457.676901503795"
"25025",5,"10",71,0,2023,1,"34572","626125.67","23135357306","5859930887","91100371","2842","36950.022236217756"
"25027",0,"10",70,0,2023,1,"29170","345862.00","6126170981","2944092415","41856487","1363","17712.761104139801"
"25027",1,"10",71,0,2023,1,"124","2891.67","58430812","0","0","1554","20206.6208645533141208"
"25027",2,"10",71,0,2023,1,"303","0.00","0","0","0","0",NULL
"25027",3,"10",71,0,2023,1,"727","0.00","0","0","0","0",NULL
"25027",5,"10",71,0,2023,1,"28016","292302.00","5179987991","2615698368","41672800","1363","17721.356648261045"
"25999",0,"10",70,0,2023,1,"26937","84381.67","3416667276","1179303369","22035308","3115","40490.635122163187"
"25999",1,"10",71,0,2023,1,"33","954.67","29246642","0","0","2357","30635.4490223463687140"
"25999",2,"10",71,0,2023,1,"11","0.00","0","0","0","0",NULL
"25999",3,"10",71,0,2023,1,"5","0.00","0","0","0","0",NULL
"25999",5,"10",71,0,2023,1,"26888","83337.33","3385681637","1179174503","22034252","3125","40626.229584979921"
"26000",0,"10",50,0,2023,1,"314321","4291231.00","72872219179","26792161680","767636033","1306","16981.658451619127"
"26000",1,"10",51,0,2023,1,"1546","54722.33","1245923505","0","0","1751","22768.099039392814"
"26000",2,"10",51,0,2023,1,"1161","153331.67","2858837065","0","0","1434","18644.792215132773"
"26000",3,"10",51,0,2023,1,"5073","352909.00","4907614774","101890899","2154760","1070","13906.176306073237"
"26000",5,"10",51,0,2023,1,"306541","3730268.00","63859843835","26690270781","765481273","1317","17119.371539792851"
"26000",8,"10",96,0,2023,1,"7780","560963.00","9012375344","101890899","2154760","1236","16065.899790182240"
"26001",0,"10",70,0,2023,1,"226","1410.00","12924247","7139229","176701","705","9166.1326241134751773"
"26001",1,"10",71,0,2023,1,"8","18.00","248223","0","0","1061","13790.1666666666666667"
"26001",2,"10",71,0,2023,1,"2","0.00","0","0","0","0",NULL
"26001",3,"10",71,0,2023,1,"15","0.00","0","0","0","0",NULL
"26001",5,"10",71,0,2023,1,"201","1104.33","9996861","6864970","175337","696","9052.3945064895864778"
"26003",0,"10",70,0,2023,1,"281","2373.00","31050793","10525177","256639","1007","13085.0370838600927097"
"26003",1,"10",71,0,2023,1,"12","62.67","928722","0","0","1140","14820.0319148936170134"
"26003",2,"10",71,0,2023,1,"6","0.00","0","0","0","0",NULL
"26003",3,"10",71,0,2023,1,"22","0.00","0","0","0","0",NULL
"26003",5,"10",71,0,2023,1,"241","1602.33","20634790","10077106","251186","991","12877.9633867276887875"
"26005",0,"10",70,0,2023,1,"2815","39573.67","617634892","268195363","6500726","1201","15607.219245120914"
"26005",1,"10",71,0,2023,1,"22","169.00","2868253","0","0","1306","16971.9112426035502959"
"26005",2,"10",71,0,2023,1,"10","288.00","4865344","0","0","1300","16893.5555555555555556"
"26005",3,"10",71,0,2023,1,"93","4908.33","59338799","627315","11440","930","12089.3987775891341257"
"26005",5,"10",71,0,2023,1,"2690","34208.33","550562496","267568048","6489286","1238","16094.396959805116"
"26007",0,"10",70,0,2023,1,"963","11838.00","142376700","66062955","2121663","925","12027.0907247845919919"
"26007",1,"10",71,0,2023,1,"15","147.00","2854820","0","0","1494","19420.5442176870748299"
"26007",2,"10",71,0,2023,1,"11","178.67","3639602","0","0","1567","20370.9067164179104440"
"26007",3,"10",71,0,2023,1,"18","2242.67","28190991","378150","2603","967","12570.2991973840665872"
"26007",5,"10",71,0,2023,1,"919","9269.67","107691287","65684805","2119060","894","11617.6008126865403286"
"26009",0,"10",70,0,2023,1,"644","4630.00","47352950","24729426","733647","787","10227.4190064794816415"
"26009",1,"10",71,0,2023,1,"13","52.67","916547","0","0","1339","17402.7911392405063181"
"26009",2,"10",71,0,2023,1,"4","30.00","594893","0","0","1525","19829.7666666666666667"
"26009",3,"10",71,0,2023,1,"34","857.67","9782570","382058","5591","877","11406.0279828993392922"
"26009",5,"10",71,0,2023,1,"593","3689.67","36058940","24347368","728056","752","9772.9532929803956996"
"26011",0,"10",70,0,2023,1,"371","3691.00","39692047","20927700","586044","827","10753.7380113790300732"
"26011",1,"10",71,0,2023,1,"8","34.33","561064","0","0","1257","16341.6699029126213751"
"26011",2,"10",71,0,2023,1,"4","32.00","639284","0","0","1537","19977.6250000000000000"
"26011",3,"10",71,0,2023,1,"17","455.33","4657219","40916","434","787","10228.1530014641288441"
"26011",5,"10",71,0,2023,1,"342","3169.33","33834480","20886784","585610","821","10675.5826672275978125"
"26013",0,"10",70,0,2023,1,"221","2866.33","37130363","15415433","421439","996","12953.9584835445982092"
"26013",1,"10",71,0,2023,1,"10","26.00","353756","0","0","1047","13606.0000000000000000"
"26013",2,"10",71,0,2023,1,"7","303.33","6262302","0","0","1588","20644.9516483516483539"
"26013",3,"10",71,0,2023,1,"25","1180.33","14126566","5458217","117142","921","11968.2852301609714773"
"26013",5,"10",71,0,2023,1,"179","1356.67","16387739","9957216","304297","929","12079.4144963144963142"
"26015",0,"10",70,0,2023,1,"1102","12770.67","160118197","75274138","1612390","964","12537.9669816245562748"
"26015",1,"10",71,0,2023,1,"10","72.67","1132131","0","0","1198","15579.7844036697247635"
"26015",2,"10",71,0,2023,1,"6","83.00","1510289","0","0","1400","18196.2530120481927711"
"26015",3,"10",71,0,2023,1,"49","1905.33","22759723","155025","479","919","11945.2709937018894334"
"26015",5,"10",71,0,2023,1,"1037","10709.67","134716054","75119113","1611911","968","12578.9212860655482585"
"26017",0,"10",70,0,2023,1,"2302","33360.67","471634300","184922364","5309984","1087","14137.436302232169"
"26017",1,"10",71,0,2023,1,"20","261.33","5001039","0","0","1472","19136.6288265306122473"
"26017",2,"10",71,0,2023,1,"13","382.00","7932762","0","0","1597","20766.3926701570680628"
"26017",3,"10",71,0,2023,1,"76","4285.33","57030632","763447","5396","1024","13308.3304293714996890"
"26017",5,"10",71,0,2023,1,"2193","28432.00","401669867","184158917","5304588","1087","14127.386993528419"
"26019",0,"10",70,0,2023,1,"529","4332.67","48157960","26030872","688344","855","11115.0853977535005385"
"26019",1,"10",71,0,2023,1,"8","33.33","551044","0","0","1272","16531.3200000000000165"
"26019",2,"10",71,0,2023,1,"4","36.33","655731","0","0","1388","18047.6422018348624019"
"26019",3,"10",71,0,2023,1,"23","535.67","7089478","1057973","16925","1018","13234.8686994399502170"
"26019",5,"10",71,0,2023,1,"494","3727.33","39861707","24972899","671419","823","10694.4304238955464140"
"26021",0,"10",70,0,2023,1,"4340","57909.67","849256054","353676168","8925023","1128","14665.186364970730"
"26021",1,"10",71,0,2023,1,"28","295.67","6013437","0","0","1565","20338.5693348365276189"
"26021",2,"10",71,0,2023,1,"15","347.67","7237772","0","0","1601","20818.1361457334611677"
"26021",3,"10",71,0,2023,1,"118","7474.00","100633902","19628324","395488","1036","13464.5306395504415306"
"26021",5,"10",71,0,2023,1,"4179","49792.33","735370943","334047844","8529535","1136","14768.758436707124"
"26023",0,"10",70,0,2023,1,"920","14438.67","184192302","92724604","2249204","981","12756.8775048480927889"
"26023",1,"10",71,0,2023,1,"9","85.67","1420078","0","0","1275","16576.7859922178988262"
"26023",2,"10",71,0,2023,1,"6","0.00","0","0","0","0",NULL
"26023",3,"10",71,0,2023,1,"35","0.00","0","0","0","0",NULL
"26023",5,"10",71,0,2023,1,"870","11815.67","146018356","92686604","2249174","951","12358.0293959996614664"
"26025",0,"10",70,0,2023,1,"2765","52838.00","896492067","299362078","7692057","1305","16966.805461978122"
"26025",1,"10",71,0,2023,1,"21","2948.00","69061440","0","0","1802","23426.5400271370420624"
"26025",2,"10",71,0,2023,1,"11","464.00","9159804","0","0","1519","19740.9568965517241379"
"26025",3,"10",71,0,2023,1,"91","6974.00","94163623","212171","1314","1039","13502.0967880699741898"
"26025",5,"10",71,0,2023,1,"2642","42452.00","724107200","299149907","7690743","1312","17057.080938471686"
"26027",0,"10",70,0,2023,1,"974","9004.67","110716569","48588486","1105463","946","12295.4655734063818760"
"26027",1,"10",71,0,2023,1,"7","64.00","1088587","0","0","1308","17009.1718750000000000"
"26027",2,"10",71,0,2023,1,"5","71.00","1429762","0","0","1549","20137.4929577464788732"
"26027",3,"10",71,0,2023,1,"59","1879.33","22182112","203971","1400","908","11803.1812699538843564"
"26027",5,"10",71,0,2023,1,"903","6990.33","86016108","48384515","1104063","947","12305.0080587477945735"
"26029",0,"10",70,0,2023,1,"932","10337.67","142890151","68473511","1903408","1063","13822.2826879050720665"
"26029",1,"10",71,0,2023,1,"7","54.33","912168","0","0","1291","16788.3680981595092128"
"26029",2,"10",71,0,2023,1,"4","29.67","740526","0","0","1920","24961.5505617977527809"
"26029",3,"10",71,0,2023,1,"38","1555.33","20233169","847719","9315","1001","13008.8956279468495502"
"26029",5,"10",71,0,2023,1,"883","8698.33","121004288","67625792","1894093","1070","13911.2038321517532095"
"26031",0,"10",70,0,2023,1,"897","5199.00","60088982","29092904","1115916","889","11557.7961146374302751"
"26031",1,"10",71,0,2023,1,"12","52.00","927555","0","0","1372","17837.5961538461538462"
"26031",2,"10",71,0,2023,1,"13","121.00","2316888","0","0","1473","19147.8347107438016529"
"26031",3,"10",71,0,2023,1,"36","821.33","10398915","1973260","47853","974","12661.0166396103896109"
"26031",5,"10",71,0,2023,1,"836","4204.67","46445624","27119644","1068063","850","11046.2083399397494846"
"26033",0,"10",70,0,2023,1,"898","12068.33","147372912","46835844","1628693","939","12211.5380748515398426"
"26033",1,"10",71,0,2023,1,"29","509.33","10807012","0","0","1632","21217.9554973821989543"
"26033",2,"10",71,0,2023,1,"19","1166.33","22361668","0","0","1475","19172.6218919691340388"
"26033",3,"10",71,0,2023,1,"56","4376.00","52931160","7794386","255022","930","12095.7861060329067642"
"26033",5,"10",71,0,2023,1,"794","6016.67","61273072","39041458","1373671","783","10183.8900831024930747"
"26035",0,"10",70,0,2023,1,"651","6693.67","76861482","32012969","876647","883","11482.7172949554305064"
"26035",1,"10",71,0,2023,1,"7","100.67","2031710","0","0","1553","20182.5496688741721787"
"26035",2,"10",71,0,2023,1,"6","60.00","1008582","0","0","1293","16809.7000000000000000"
"26035",3,"10",71,0,2023,1,"38","1317.00","15583607","112490","1074","910","11832.6552771450265756"
"26035",5,"10",71,0,2023,1,"600","5216.00","58237583","31900479","875573","859","11165.1807898773006135"
"26037",0,"10",70,0,2023,1,"1534","17722.00","220079012","111783223","2998670","955","12418.407177519467"
"26037",1,"10",71,0,2023,1,"24","199.00","3643457","0","0","1408","18308.8291457286432161"
"26037",2,"10",71,0,2023,1,"4","15.00","237529","0","0","1218","15835.2666666666666667"
"26037",3,"10",71,0,2023,1,"35","1765.33","22897243","275360","5927","998","12970.4926359516616317"
"26037",5,"10",71,0,2023,1,"1471","15742.67","193300783","111507863","2992743","945","12278.7826924705680469"
"26039",0,"10",70,0,2023,1,"301","3931.33","49433521","18184215","467427","967","12574.2380023740885197"
"26039",1,"10",71,0,2023,1,"5","127.67","1949835","0","0","1175","15272.8590078328981683"
"26039",2,"10",71,0,2023,1,"8","225.00","3770758","0","0","1289","16758.9244444444444444"
"26039",3,"10",71,0,2023,1,"13","462.00","5164692","155140","2583","860","11178.9870129870129870"
"26039",5,"10",71,0,2023,1,"275","3116.67","38548236","18029075","464844","951","12368.4179679144385025"
"26041",0,"10",70,0,2023,1,"1120","13137.00","158985205","68489152","1791468","931","12102.0937048032275253"
"26041",1,"10",71,0,2023,1,"20","189.67","3214643","0","0","1304","16948.9086115992970093"
"26041",2,"10",71,0,2023,1,"15","207.33","4269282","0","0","1584","20591.3922829581993602"
"26041",3,"10",71,0,2023,1,"33","1541.00","17861344","1201894","47621","892","11590.7488643737832576"
"26041",5,"10",71,0,2023,1,"1052","11199.00","133639936","67287258","1743847","918","11933.2026073756585409"
"26043",0,"10",70,0,2023,1,"912","13866.00","206018369","84895857","2492604","1143","14857.808235972883"
"26043",1,"10",71,0,2023,1,"13","829.00","17671421","0","0","1640","21316.5512665862484922"
"26043",2,"10",71,0,2023,1,"9","68.67","1370819","0","0","1536","19963.3834951456310583"
"26043",3,"10",71,0,2023,1,"32","1512.67","21434090","1097266","15085","1090","14169.7377699427060376"
"26043",5,"10",71,0,2023,1,"858","11455.67","165542039","83798591","2477519","1112","14450.6682864375709256"
"26045",0,"10",70,0,2023,1,"2258","42233.00","615201318","266457671","7244655","1121","14566.839154215898"
"26045",1,"10",71,0,2023,1,"15","194.33","3292613","0","0","1303","16943.1200686106346513"
"26045",2,"10",71,0,2023,1,"24","2253.33","46027885","0","0","1571","20426.5761834319526630"
"26045",3,"10",71,0,2023,1,"56","3361.00","40807308","553502","12662","934","12141.4186254091044332"
"26045",5,"10",71,0,2023,1,"2163","36424.33","525073512","265904169","7231993","1109","14415.459775058798"
"26047",0,"10",70,0,2023,1,"1664","16418.67","228036558","100094105","2857128","1068","13888.859712522332"
"26047",1,"10",71,0,2023,1,"15","100.33","1791108","0","0","1373","17851.5747508305647900"
"26047",2,"10",71,0,2023,1,"8","88.33","1718713","0","0","1497","19457.1283018867924602"
"26047",3,"10",71,0,2023,1,"42","1948.67","26996204","1283107","23627","1066","13853.6797810468696542"
"26047",5,"10",71,0,2023,1,"1599","14281.33","197530533","98810998","2833501","1064","13831.3789328727479654"
"26049",0,"10",70,0,2023,1,"7830","129979.67","1746163809","708796770","20630153","1033","13434.130535801754"
"26049",1,"10",71,0,2023,1,"40","1073.33","21830408","0","0","1565","20338.8894409937888205"
"26049",2,"10",71,0,2023,1,"20","2141.33","31251717","0","0","1123","14594.5129202988792032"
"26049",3,"10",71,0,2023,1,"146","14049.33","203627238","5888145","148250","1115","14493.729571984436"
"26049",5,"10",71,0,2023,1,"7624","112715.67","1489454446","702908625","20481903","1016","13214.262844265955"
"26051",0,"10",70,0,2023,1,"469","4037.33","42497101","22596633","666743","810","10526.0322820343461031"
"26051",1,"10",71,0,2023,1,"6","44.33","699574","0","0","1214","15779.8646616541353502"
"26051",2,"10",71,0,2023,1,"4","51.33","897489","0","0","1345","17483.5519480519480633"
"26051",3,"10",71,0,2023,1,"29","656.33","6790312","1485847","18321","796","10345.8283392585068568"
"26051",5,"10",71,0,2023,1,"430","3285.33","34109726","21110786","648422","799","10382.4247159090909092"
"26053",0,"10",70,0,2023,1,"442","5146.00","56654821","26851584","678435","847","11009.4871745044694909"
"26053",1,"10",71,0,2023,1,"10","140.00","2221954","0","0","1221","15871.1000000000000000"
"26053",2,"10",71,0,2023,1,"8","60.00","1222261","0","0","1567","20371.0166666666666667"
"26053",3,"10",71,0,2023,1,"29","1224.00","12787441","2763695","59504","804","10447.2557189542483660"
"26053",5,"10",71,0,2023,1,"395","3722.00","40423165","24087889","618931","835","10860.6031703385276733"
"26055",0,"10",70,0,2023,1,"3940","49325.00","699253991","279601664","7521585","1090","14176.462057780030"
"26055",1,"10",71,0,2023,1,"29","532.00","10567800","0","0","1528","19864.2857142857142857"
"26055",2,"10",71,0,2023,1,"19","283.33","6492184","0","0","1763","22913.5905882352941203"
"26055",3,"10",71,0,2023,1,"43","4717.67","64128071","748645","17469","1046","13593.1755104924750935"
"26055",5,"10",71,0,2023,1,"3849","43792.00","618065936","278853019","7504116","1086","14113.672268907563"
"26057",0,"10",70,0,2023,1,"839","12751.00","164569791","65858519","1676501","993","12906.4223198180534860"
"26057",1,"10",71,0,2023,1,"13","71.67","997670","0","0","1071","13920.9767441860465052"
"26057",2,"10",71,0,2023,1,"7","811.00","16028751","0","0","1520","19764.1812577065351418"
"26057",3,"10",71,0,2023,1,"37","1624.67","19560684","25240","15","926","12039.8137053754616329"
"26057",5,"10",71,0,2023,1,"782","10243.67","127982686","65833279","1676486","961","12493.8354755784061696"
"26059",0,"10",70,0,2023,1,"934","12400.33","156305420","70158405","2061953","970","12604.9369640601059112"
"26059",1,"10",71,0,2023,1,"19","83.00","1293843","0","0","1199","15588.4698795180722892"
"26059",2,"10",71,0,2023,1,"4","0.00","0","0","0","0",NULL
"26059",3,"10",71,0,2023,1,"53","0.00","0","0","0","0",NULL
"26059",5,"10",71,0,2023,1,"858","10218.00","128891110","70090989","2061552","970","12614.1231160696809552"
"26061",0,"10",70,0,2023,1,"1019","11789.00","152100808","54503038","1430874","992","12901.9262023920603953"
"26061",1,"10",71,0,2023,1,"23","146.67","2604716","0","0","1366","17759.4272727272727232"
"26061",2,"10",71,0,2023,1,"13","0.00","0","0","0","0",NULL
"26061",3,"10",71,0,2023,1,"40","0.00","0","0","0","0",NULL
"26061",5,"10",71,0,2023,1,"943","8672.00","98165432","53231350","1399497","871","11319.8145756457564576"
"26063",0,"10",70,0,2023,1,"1089","10839.67","129505469","59451755","1483830","919","11947.3663704295950060"
"26063",1,"10",71,0,2023,1,"15","90.67","1393213","0","0","1182","15366.3198529411764649"
"26063",2,"10",71,0,2023,1,"5","43.00","818193","0","0","1464","19027.7441860465116279"
"26063",3,"10",71,0,2023,1,"60","1527.33","18308628","152847","1173","922","11987.3164556962025319"
"26063",5,"10",71,0,2023,1,"1009","9178.67","108985435","59298908","1482657","913","11873.7763291690877396"
"26065",0,"10",70,0,2023,1,"7329","151651.33","2530401105","693629837","18749162","1284","16685.650230572761"
"26065",1,"10",71,0,2023,1,"36","1480.00","28637790","0","0","1488","19349.8581081081081081"
"26065",2,"10",71,0,2023,1,"173","29675.33","634252722","0","0","1644","21373.061420259250"
"26065",3,"10",71,0,2023,1,"157","12784.67","195664087","4097831","94491","1177","15304.5904208166032226"
"26065",5,"10",71,0,2023,1,"6963","107711.33","1671846506","689532006","18654671","1194","15521.546844343214"
