"area_fips","industry_code","own_code","size_code","year_num","quarter_num","yoy_pct_change_employment"
"13127","10","Federal Government","All sizes",2023,1,"0.67"
"13127","10","State Government","All sizes",2023,1,"-1.53"
"13127","10","Local Government","All sizes",2023,1,"3.33"
"13127","10","Private","All sizes",2023,1,"5.13"
"13129","10","Total Covered","All sizes",2023,1,"2.87"
"13129","10","Federal Government","All sizes",2023,1,"-0.90"
"13129","10","State Government","All sizes",2023,1,"4.43"
"13129","10","Local Government","All sizes",2023,1,"0.70"
"13129","10","Private","All sizes",2023,1,"3.03"
"13131","10","Total Covered","All sizes",2023,1,"0.40"
"13131","10","Federal Government","All sizes",2023,1,"2.47"
"13131","10","State Government","All sizes",2023,1,"10.73"
"13131","10","Local Government","All sizes",2023,1,"3.77"
"13131","10","Private","All sizes",2023,1,"-0.43"
"13133","10","Total Covered","All sizes",2023,1,"6.47"
"13133","10","Federal Government","All sizes",2023,1,"-12.43"
"13133","10","State Government","All sizes",2023,1,"-3.63"
"13133","10","Local Government","All sizes",2023,1,"-0.63"
"13133","10","Private","All sizes",2023,1,"7.80"
"13135","10","Total Covered","All sizes",2023,1,"2.93"
"13135","10","Federal Government","All sizes",2023,1,"34.83"
"13135","10","State Government","All sizes",2023,1,"-4.27"
"13135","10","Local Government","All sizes",2023,1,"6.17"
"13135","10","Private","All sizes",2023,1,"2.43"
"13137","10","Total Covered","All sizes",2023,1,"5.17"
"13137","10","Federal Government","All sizes",2023,1,"-2.90"
"13137","10","State Government","All sizes",2023,1,"1.40"
"13137","10","Local Government","All sizes",2023,1,"2.97"
"13137","10","Private","All sizes",2023,1,"5.83"
"13139","10","Total Covered","All sizes",2023,1,"5.30"
"13139","10","Federal Government","All sizes",2023,1,"9.27"
"13139","10","State Government","All sizes",2023,1,"0.23"
"13139","10","Local Government","All sizes",2023,1,"3.97"
"13139","10","Private","All sizes",2023,1,"5.57"
"13141","10","Total Covered","All sizes",2023,1,"0.33"
"13141","10","Federal Government","All sizes",2023,1,"2.23"
"13141","10","State Government","All sizes",2023,1,"-0.33"
"13141","10","Local Government","All sizes",2023,1,"-7.23"
"13141","10","Private","All sizes",2023,1,"4.33"
"13143","10","Total Covered","All sizes",2023,1,"2.10"
"13143","10","Federal Government","All sizes",2023,1,"-4.13"
"13143","10","State Government","All sizes",2023,1,"-13.40"
"13143","10","Local Government","All sizes",2023,1,"1.30"
"13143","10","Private","All sizes",2023,1,"3.00"
"13145","10","Total Covered","All sizes",2023,1,"20.57"
"13145","10","Federal Government","All sizes",2023,1,"12.33"
"13145","10","State Government","All sizes",2023,1,"9.53"
"13145","10","Local Government","All sizes",2023,1,"4.30"
"13145","10","Private","All sizes",2023,1,"26.27"
"13147","10","Total Covered","All sizes",2023,1,"10.80"
"13147","10","Federal Government","All sizes",2023,1,"7.33"
"13147","10","State Government","All sizes",2023,1,"14.40"
"13147","10","Local Government","All sizes",2023,1,"0.70"
"13147","10","Private","All sizes",2023,1,"12.30"
"13149","10","Total Covered","All sizes",2023,1,"0.70"
"13149","10","Federal Government","All sizes",2023,1,"10.27"
"13149","10","State Government","All sizes",2023,1,"-10.87"
"13149","10","Local Government","All sizes",2023,1,"5.33"
"13149","10","Private","All sizes",2023,1,"-0.43"
"13151","10","Total Covered","All sizes",2023,1,"4.17"
"13151","10","Federal Government","All sizes",2023,1,"23.47"
"13151","10","State Government","All sizes",2023,1,"0.97"
"13151","10","Local Government","All sizes",2023,1,"3.60"
"13151","10","Private","All sizes",2023,1,"3.97"
"13153","10","Total Covered","All sizes",2023,1,"2.53"
"13153","10","Federal Government","All sizes",2023,1,"-0.33"
"13153","10","State Government","All sizes",2023,1,"-0.87"
"13153","10","Local Government","All sizes",2023,1,"1.07"
"13153","10","Private","All sizes",2023,1,"4.13"
"13155","10","Total Covered","All sizes",2023,1,"0.63"
"13155","10","Federal Government","All sizes",2023,1,"-0.87"
"13155","10","State Government","All sizes",2023,1,"0.00"
"13155","10","Local Government","All sizes",2023,1,"-2.20"
"13155","10","Private","All sizes",2023,1,"1.87"
"13157","10","Total Covered","All sizes",2023,1,"3.40"
"13157","10","Federal Government","All sizes",2023,1,"15.60"
"13157","10","State Government","All sizes",2023,1,"7.60"
"13157","10","Local Government","All sizes",2023,1,"5.90"
"13157","10","Private","All sizes",2023,1,"3.13"
"13159","10","Total Covered","All sizes",2023,1,"3.03"
"13159","10","Federal Government","All sizes",2023,1,"-19.83"
"13159","10","State Government","All sizes",2023,1,"21.23"
"13159","10","Local Government","All sizes",2023,1,"2.07"
"13159","10","Private","All sizes",2023,1,"3.13"
"13161","10","Total Covered","All sizes",2023,1,"-1.57"
"13161","10","Federal Government","All sizes",2023,1,"-16.50"
"13161","10","State Government","All sizes",2023,1,"8.23"
"13161","10","Local Government","All sizes",2023,1,"1.30"
"13161","10","Private","All sizes",2023,1,"-2.27"
"13163","10","Total Covered","All sizes",2023,1,"7.20"
"13163","10","Federal Government","All sizes",2023,1,"30.07"
"13163","10","State Government","All sizes",2023,1,"19.17"
"13163","10","Local Government","All sizes",2023,1,"5.43"
"13163","10","Private","All sizes",2023,1,"7.13"
"13165","10","Total Covered","All sizes",2023,1,"-2.40"
"13165","10","Federal Government","All sizes",2023,1,"-3.93"
"13165","10","State Government","All sizes",2023,1,"8.67"
"13165","10","Local Government","All sizes",2023,1,"-5.63"
"13165","10","Private","All sizes",2023,1,"-1.43"
"13167","10","Total Covered","All sizes",2023,1,"0.07"
"13167","10","Federal Government","All sizes",2023,1,"-5.90"
"13167","10","State Government","All sizes",2023,1,"6.63"
"13167","10","Local Government","All sizes",2023,1,"-0.30"
"13167","10","Private","All sizes",2023,1,"-0.73"
"13169","10","Total Covered","All sizes",2023,1,"0.00"
"13169","10","Federal Government","All sizes",2023,1,"4.90"
"13169","10","State Government","All sizes",2023,1,"2.17"
"13169","10","Local Government","All sizes",2023,1,"1.60"
"13169","10","Private","All sizes",2023,1,"-0.63"
"13171","10","Total Covered","All sizes",2023,1,"8.37"
"13171","10","Federal Government","All sizes",2023,1,"-4.37"
"13171","10","State Government","All sizes",2023,1,"-1.73"
"13171","10","Local Government","All sizes",2023,1,"2.93"
"13171","10","Private","All sizes",2023,1,"10.90"
"13173","10","Total Covered","All sizes",2023,1,"0.40"
"13173","10","Federal Government","All sizes",2023,1,"10.70"
"13173","10","State Government","All sizes",2023,1,"2.93"
"13173","10","Local Government","All sizes",2023,1,"-3.97"
"13173","10","Private","All sizes",2023,1,"2.90"
"13175","10","Total Covered","All sizes",2023,1,"2.37"
"13175","10","Federal Government","All sizes",2023,1,"3.10"
"13175","10","State Government","All sizes",2023,1,"-1.27"
"13175","10","Local Government","All sizes",2023,1,"2.90"
"13175","10","Private","All sizes",2023,1,"2.43"
"13177","10","Total Covered","All sizes",2023,1,"6.77"
"13177","10","Federal Government","All sizes",2023,1,"10.83"
"13177","10","State Government","All sizes",2023,1,"2.77"
"13177","10","Local Government","All sizes",2023,1,"0.37"
"13177","10","Private","All sizes",2023,1,"8.37"
"13179","10","Total Covered","All sizes",2023,1,"2.33"
"13179","10","Federal Government","All sizes",2023,1,"0.90"
"13179","10","State Government","All sizes",2023,1,"4.67"
"13179","10","Local Government","All sizes",2023,1,"2.80"
"13179","10","Private","All sizes",2023,1,"2.53"
"13181","10","Total Covered","All sizes",2023,1,"5.80"
"13181","10","Federal Government","All sizes",2023,1,"-2.57"
"13181","10","State Government","All sizes",2023,1,"9.50"
"13181","10","Local Government","All sizes",2023,1,"-1.83"
"13181","10","Private","All sizes",2023,1,"8.83"
"13183","10","Total Covered","All sizes",2023,1,"13.07"
"13183","10","Federal Government","All sizes",2023,1,"-11.10"
"13183","10","State Government","All sizes",2023,1,"5.97"
"13183","10","Local Government","All sizes",2023,1,"6.70"
"13183","10","Private","All sizes",2023,1,"26.50"
"13185","10","Total Covered","All sizes",2023,1,"0.57"
"13185","10","Federal Government","All sizes",2023,1,"-4.40"
"13185","10","State Government","All sizes",2023,1,"7.67"
"13185","10","Local Government","All sizes",2023,1,"-0.37"
"13185","10","Private","All sizes",2023,1,"0.37"
"13187","10","Total Covered","All sizes",2023,1,"-4.97"
"13187","10","Federal Government","All sizes",2023,1,"-1.67"
"13187","10","State Government","All sizes",2023,1,"-1.13"
"13187","10","Local Government","All sizes",2023,1,"-1.43"
"13187","10","Private","All sizes",2023,1,"-6.40"
"13189","10","Total Covered","All sizes",2023,1,"11.87"
"13189","10","Federal Government","All sizes",2023,1,"12.90"
"13189","10","State Government","All sizes",2023,1,"5.93"
"13189","10","Local Government","All sizes",2023,1,"1.53"
"13189","10","Private","All sizes",2023,1,"13.90"
"13191","10","Total Covered","All sizes",2023,1,"4.43"
"13191","10","Federal Government","All sizes",2023,1,"-11.93"
"13191","10","State Government","All sizes",2023,1,"-0.67"
"13191","10","Local Government","All sizes",2023,1,"1.13"
"13191","10","Private","All sizes",2023,1,"6.97"
"13193","10","Total Covered","All sizes",2023,1,"0.17"
"13193","10","Federal Government","All sizes",2023,1,"-8.53"
"13193","10","State Government","All sizes",2023,1,"-2.03"
"13193","10","Local Government","All sizes",2023,1,"-5.93"
"13193","10","Private","All sizes",2023,1,"1.83"
"13195","10","Total Covered","All sizes",2023,1,"1.80"
"13195","10","Federal Government","All sizes",2023,1,"-51.20"
"13195","10","State Government","All sizes",2023,1,"1.23"
"13195","10","Local Government","All sizes",2023,1,"2.53"
"13195","10","Private","All sizes",2023,1,"2.43"
"13197","10","Total Covered","All sizes",2023,1,"0.00"
"13197","10","Federal Government","All sizes",2023,1,"16.83"
"13197","10","State Government","All sizes",2023,1,"-9.37"
"13197","10","Local Government","All sizes",2023,1,"2.10"
"13197","10","Private","All sizes",2023,1,"-0.83"
"13199","10","Total Covered","All sizes",2023,1,"5.43"
"13199","10","Federal Government","All sizes",2023,1,"-5.20"
"13199","10","State Government","All sizes",2023,1,"-8.93"
"13199","10","Local Government","All sizes",2023,1,"0.97"
"13199","10","Private","All sizes",2023,1,"8.20"
"13201","10","Total Covered","All sizes",2023,1,"7.00"
"13201","10","Federal Government","All sizes",2023,1,"-1.97"
"13201","10","State Government","All sizes",2023,1,"-15.30"
"13201","10","Local Government","All sizes",2023,1,"7.63"
"13201","10","Private","All sizes",2023,1,"7.13"
"13205","10","Total Covered","All sizes",2023,1,"0.27"
"13205","10","Federal Government","All sizes",2023,1,"-8.53"
"13205","10","State Government","All sizes",2023,1,"3.33"
"13205","10","Local Government","All sizes",2023,1,"1.13"
"13205","10","Private","All sizes",2023,1,"0.10"
"13207","10","Total Covered","All sizes",2023,1,"-3.77"
"13207","10","Federal Government","All sizes",2023,1,"-16.43"
"13207","10","State Government","All sizes",2023,1,"7.20"
"13207","10","Local Government","All sizes",2023,1,"1.30"
"13207","10","Private","All sizes",2023,1,"-7.60"
"13209","10","Total Covered","All sizes",2023,1,"6.13"
"13209","10","Federal Government","All sizes",2023,1,"19.10"
"13209","10","State Government","All sizes",2023,1,"7.57"
"13209","10","Local Government","All sizes",2023,1,"9.53"
"13209","10","Private","All sizes",2023,1,"5.00"
"13211","10","Total Covered","All sizes",2023,1,"1.47"
"13211","10","Federal Government","All sizes",2023,1,"-4.93"
"13211","10","State Government","All sizes",2023,1,"2.20"
"13211","10","Local Government","All sizes",2023,1,"4.50"
"13211","10","Private","All sizes",2023,1,"1.07"
"13213","10","Total Covered","All sizes",2023,1,"1.40"
"13213","10","Federal Government","All sizes",2023,1,"5.03"
"13213","10","State Government","All sizes",2023,1,"79.73"
"13213","10","Local Government","All sizes",2023,1,"-0.93"
"13213","10","Private","All sizes",2023,1,"1.50"
"13215","10","Total Covered","All sizes",2023,1,"1.13"
"13215","10","Federal Government","All sizes",2023,1,"-1.23"
"13215","10","State Government","All sizes",2023,1,"-6.03"
"13215","10","Local Government","All sizes",2023,1,"2.07"
"13215","10","Private","All sizes",2023,1,"1.50"
"13217","10","Total Covered","All sizes",2023,1,"3.77"
"13217","10","Federal Government","All sizes",2023,1,"13.27"
"13217","10","State Government","All sizes",2023,1,"-3.30"
"13217","10","Local Government","All sizes",2023,1,"0.33"
"13217","10","Private","All sizes",2023,1,"4.43"
"13219","10","Total Covered","All sizes",2023,1,"-1.20"
"13219","10","Federal Government","All sizes",2023,1,"-45.30"
"13219","10","State Government","All sizes",2023,1,"25.50"
"13219","10","Local Government","All sizes",2023,1,"2.13"
"13219","10","Private","All sizes",2023,1,"-1.47"
"13221","10","Total Covered","All sizes",2023,1,"-0.63"
"13221","10","Federal Government","All sizes",2023,1,"-61.67"
"13221","10","State Government","All sizes",2023,1,"0.10"
"13221","10","Local Government","All sizes",2023,1,"2.70"
"13221","10","Private","All sizes",2023,1,"-1.30"
"13223","10","Total Covered","All sizes",2023,1,"5.20"
"13223","10","Federal Government","All sizes",2023,1,"6.03"
"13223","10","State Government","All sizes",2023,1,"-4.53"
"13223","10","Local Government","All sizes",2023,1,"8.00"
"13223","10","Private","All sizes",2023,1,"4.63"
"13225","10","Total Covered","All sizes",2023,1,"-0.10"
"13225","10","Federal Government","All sizes",2023,1,"17.97"
"13225","10","State Government","All sizes",2023,1,"-2.67"
"13225","10","Local Government","All sizes",2023,1,"7.67"
"13225","10","Private","All sizes",2023,1,"-1.03"
"13227","10","Total Covered","All sizes",2023,1,"9.57"
"13227","10","Federal Government","All sizes",2023,1,"1.20"
"13227","10","State Government","All sizes",2023,1,"2.90"
"13227","10","Local Government","All sizes",2023,1,"-1.63"
"13227","10","Private","All sizes",2023,1,"11.50"
"13229","10","Total Covered","All sizes",2023,1,"1.73"
"13229","10","Federal Government","All sizes",2023,1,"-1.20"
"13229","10","State Government","All sizes",2023,1,"-1.77"
"13229","10","Local Government","All sizes",2023,1,"1.90"
"13229","10","Private","All sizes",2023,1,"1.77"
"13231","10","Total Covered","All sizes",2023,1,"9.93"
"13231","10","Federal Government","All sizes",2023,1,"11.83"
"13231","10","State Government","All sizes",2023,1,"-1.50"
"13231","10","Local Government","All sizes",2023,1,"11.80"
"13231","10","Private","All sizes",2023,1,"9.67"
"13233","10","Total Covered","All sizes",2023,1,"1.93"
"13233","10","Federal Government","All sizes",2023,1,"1.50"
"13233","10","State Government","All sizes",2023,1,"-2.47"
"13233","10","Local Government","All sizes",2023,1,"6.90"
"13233","10","Private","All sizes",2023,1,"1.20"
"13235","10","Total Covered","All sizes",2023,1,"5.13"
"13235","10","Federal Government","All sizes",2023,1,"-22.23"
"13235","10","State Government","All sizes",2023,1,"-10.53"
"13235","10","Local Government","All sizes",2023,1,"9.90"
"13235","10","Private","All sizes",2023,1,"5.73"
"13237","10","Total Covered","All sizes",2023,1,"0.73"
"13237","10","Federal Government","All sizes",2023,1,"-8.60"
"13237","10","State Government","All sizes",2023,1,"0.73"
"13237","10","Local Government","All sizes",2023,1,"4.33"
"13237","10","Private","All sizes",2023,1,"0.10"
"13239","10","Total Covered","All sizes",2023,1,"1.43"
"13239","10","Federal Government","All sizes",2023,1,"-20.67"
"13239","10","State Government","All sizes",2023,1,"44.43"
"13239","10","Local Government","All sizes",2023,1,"11.93"
"13239","10","Private","All sizes",2023,1,"-5.50"
"13241","10","Total Covered","All sizes",2023,1,"1.40"
"13241","10","Federal Government","All sizes",2023,1,"-4.93"
"13241","10","State Government","All sizes",2023,1,"8.07"
"13241","10","Local Government","All sizes",2023,1,"2.67"
"13241","10","Private","All sizes",2023,1,"1.20"
"13243","10","Total Covered","All sizes",2023,1,"5.53"
"13243","10","Federal Government","All sizes",2023,1,"-0.17"
"13243","10","State Government","All sizes",2023,1,"33.40"
"13243","10","Local Government","All sizes",2023,1,"-0.43"
"13243","10","Private","All sizes",2023,1,"6.20"
"13245","10","Total Covered","All sizes",2023,1,"2.03"
"13245","10","Federal Government","All sizes",2023,1,"2.53"
"13245","10","State Government","All sizes",2023,1,"2.20"
"13245","10","Local Government","All sizes",2023,1,"3.73"
"13245","10","Private","All sizes",2023,1,"1.80"
"13247","10","Total Covered","All sizes",2023,1,"8.10"
"13247","10","Federal Government","All sizes",2023,1,"39.20"
"13247","10","State Government","All sizes",2023,1,"7.47"
"13247","10","Local Government","All sizes",2023,1,"4.50"
"13247","10","Private","All sizes",2023,1,"8.43"
"13249","10","Total Covered","All sizes",2023,1,"4.87"
"13249","10","Federal Government","All sizes",2023,1,"5.37"
"13249","10","State Government","All sizes",2023,1,"-5.73"
"13249","10","Local Government","All sizes",2023,1,"1.30"
"13249","10","Private","All sizes",2023,1,"7.43"
"13251","10","Total Covered","All sizes",2023,1,"-2.50"
"13251","10","Federal Government","All sizes",2023,1,"-10.83"
"13251","10","State Government","All sizes",2023,1,"6.23"
"13251","10","Local Government","All sizes",2023,1,"4.73"
"13251","10","Private","All sizes",2023,1,"-5.30"
"13253","10","Total Covered","All sizes",2023,1,"2.27"
"13253","10","Federal Government","All sizes",2023,1,"-4.40"
"13253","10","State Government","All sizes",2023,1,"-1.73"
"13253","10","Local Government","All sizes",2023,1,"1.33"
"13253","10","Private","All sizes",2023,1,"2.63"
"13255","10","Total Covered","All sizes",2023,1,"1.23"
"13255","10","Federal Government","All sizes",2023,1,"-0.53"
"13255","10","State Government","All sizes",2023,1,"0.93"
"13255","10","Local Government","All sizes",2023,1,"-0.77"
"13255","10","Private","All sizes",2023,1,"1.63"
"13257","10","Total Covered","All sizes",2023,1,"-2.03"
"13257","10","Federal Government","All sizes",2023,1,"14.10"
"13257","10","State Government","All sizes",2023,1,"1.73"
"13257","10","Local Government","All sizes",2023,1,"-3.37"
"13257","10","Private","All sizes",2023,1,"-1.93"
"13259","10","Total Covered","All sizes",2023,1,"9.17"
"13259","10","Federal Government","All sizes",2023,1,"-5.00"
"13259","10","State Government","All sizes",2023,1,"12.33"
"13259","10","Local Government","All sizes",2023,1,"-0.87"
"13259","10","Private","All sizes",2023,1,"12.30"
"13261","10","Total Covered","All sizes",2023,1,"2.07"
"13261","10","Federal Government","All sizes",2023,1,"-6.70"
"13261","10","State Government","All sizes",2023,1,"4.27"
"13261","10","Local Government","All sizes",2023,1,"3.97"
"13261","10","Private","All sizes",2023,1,"1.70"
"13263","10","Total Covered","All sizes",2023,1,"6.03"
"13263","10","Federal Government","All sizes",2023,1,"-9.53"
"13263","10","State Government","All sizes",2023,1,"19.03"
"13263","10","Local Government","All sizes",2023,1,"-9.23"
"13263","10","Private","All sizes",2023,1,"13.37"
"13265","10","Total Covered","All sizes",2023,1,"23.03"
"13265","10","Federal Government","All sizes",2023,1,"-11.10"
"13265","10","State Government","All sizes",2023,1,"19.03"
"13265","10","Local Government","All sizes",2023,1,"9.93"
"13265","10","Private","All sizes",2023,1,"64.47"
"13267","10","Total Covered","All sizes",2023,1,"0.87"
"13267","10","Federal Government","All sizes",2023,1,"1.80"
"13267","10","State Government","All sizes",2023,1,"-10.07"
"13267","10","Local Government","All sizes",2023,1,"-0.53"
"13267","10","Private","All sizes",2023,1,"2.70"
"13269","10","Total Covered","All sizes",2023,1,"1.53"
"13269","10","Federal Government","All sizes",2023,1,"-28.87"
"13269","10","State Government","All sizes",2023,1,"14.60"
"13269","10","Local Government","All sizes",2023,1,"1.30"
"13269","10","Private","All sizes",2023,1,"1.73"
"13271","10","Total Covered","All sizes",2023,1,"-7.43"
"13271","10","Federal Government","All sizes",2023,1,"-7.17"
"13271","10","State Government","All sizes",2023,1,"63.93"
"13271","10","Local Government","All sizes",2023,1,"1.50"
"13271","10","Private","All sizes",2023,1,"-17.43"
"13273","10","Total Covered","All sizes",2023,1,"5.47"
"13273","10","Federal Government","All sizes",2023,1,"1.87"
"13273","10","State Government","All sizes",2023,1,"18.93"
"13273","10","Local Government","All sizes",2023,1,"0.50"
"13273","10","Private","All sizes",2023,1,"6.40"
"13275","10","Total Covered","All sizes",2023,1,"3.37"
"13275","10","Federal Government","All sizes",2023,1,"2.53"
"13275","10","State Government","All sizes",2023,1,"-1.40"
"13275","10","Local Government","All sizes",2023,1,"3.27"
"13275","10","Private","All sizes",2023,1,"3.53"
"13277","10","Total Covered","All sizes",2023,1,"3.47"
"13277","10","Federal Government","All sizes",2023,1,"-4.27"
"13277","10","State Government","All sizes",2023,1,"-0.27"
"13277","10","Local Government","All sizes",2023,1,"5.73"
"13277","10","Private","All sizes",2023,1,"3.30"
"13279","10","Total Covered","All sizes",2023,1,"1.97"
"13279","10","Federal Government","All sizes",2023,1,"4.10"
"13279","10","State Government","All sizes",2023,1,"-4.93"
"13279","10","Local Government","All sizes",2023,1,"4.90"
"13279","10","Private","All sizes",2023,1,"1.87"
"13281","10","Total Covered","All sizes",2023,1,"6.07"
"13281","10","Federal Government","All sizes",2023,1,"-8.73"
"13281","10","State Government","All sizes",2023,1,"2.47"
"13281","10","Local Government","All sizes",2023,1,"-2.40"
"13281","10","Private","All sizes",2023,1,"7.70"
"13283","10","Total Covered","All sizes",2023,1,"1.13"
"13283","10","Federal Government","All sizes",2023,1,"0.43"
"13283","10","State Government","All sizes",2023,1,"10.37"
"13283","10","Local Government","All sizes",2023,1,"-1.33"
"13283","10","Private","All sizes",2023,1,"1.27"
"13285","10","Total Covered","All sizes",2023,1,"4.00"
"13285","10","Federal Government","All sizes",2023,1,"-5.63"
"13285","10","State Government","All sizes",2023,1,"-8.47"
"13285","10","Local Government","All sizes",2023,1,"2.27"
"13285","10","Private","All sizes",2023,1,"4.43"
"13287","10","Total Covered","All sizes",2023,1,"6.10"
"13287","10","Federal Government","All sizes",2023,1,"5.20"
"13287","10","State Government","All sizes",2023,1,"10.13"
"13287","10","Local Government","All sizes",2023,1,"32.70"
"13287","10","Private","All sizes",2023,1,"-1.47"
"13289","10","Total Covered","All sizes",2023,1,"-3.93"
"13289","10","Federal Government","All sizes",2023,1,"-14.80"
"13289","10","State Government","All sizes",2023,1,"-22.50"
"13289","10","Local Government","All sizes",2023,1,"4.80"
"13289","10","Private","All sizes",2023,1,"-5.23"
"13291","10","Total Covered","All sizes",2023,1,"2.83"
"13291","10","Federal Government","All sizes",2023,1,"-1.97"
"13291","10","State Government","All sizes",2023,1,"-2.17"
"13291","10","Local Government","All sizes",2023,1,"10.83"
"13291","10","Private","All sizes",2023,1,"0.80"
"13293","10","Total Covered","All sizes",2023,1,"1.30"
"13293","10","Federal Government","All sizes",2023,1,"5.70"
"13293","10","State Government","All sizes",2023,1,"10.10"
"13293","10","Local Government","All sizes",2023,1,"1.57"
"13293","10","Private","All sizes",2023,1,"0.63"
"13295","10","Total Covered","All sizes",2023,1,"2.70"
"13295","10","Federal Government","All sizes",2023,1,"0.87"
"13295","10","State Government","All sizes",2023,1,"5.23"
"13295","10","Local Government","All sizes",2023,1,"2.67"
"13295","10","Private","All sizes",2023,1,"2.60"
"13297","10","Total Covered","All sizes",2023,1,"6.70"
"13297","10","Federal Government","All sizes",2023,1,"39.20"
"13297","10","State Government","All sizes",2023,1,"9.47"
"13297","10","Local Government","All sizes",2023,1,"3.40"
"13297","10","Private","All sizes",2023,1,"6.97"
"13299","10","Total Covered","All sizes",2023,1,"-3.20"
"13299","10","Federal Government","All sizes",2023,1,"3.57"
"13299","10","State Government","All sizes",2023,1,"0.23"
"13299","10","Local Government","All sizes",2023,1,"2.60"
"13299","10","Private","All sizes",2023,1,"-4.40"
"13301","10","Total Covered","All sizes",2023,1,"7.13"
"13301","10","Federal Government","All sizes",2023,1,"16.07"
"13301","10","State Government","All sizes",2023,1,"33.30"
"13301","10","Local Government","All sizes",2023,1,"3.37"
"13301","10","Private","All sizes",2023,1,"7.73"
"13303","10","Total Covered","All sizes",2023,1,"2.83"
"13303","10","Federal Government","All sizes",2023,1,"-10.90"
"13303","10","State Government","All sizes",2023,1,"2.40"
"13303","10","Local Government","All sizes",2023,1,"-2.20"
"13303","10","Private","All sizes",2023,1,"4.13"
"13305","10","Total Covered","All sizes",2023,1,"2.43"
"13305","10","Federal Government","All sizes",2023,1,"-2.80"
"13305","10","State Government","All sizes",2023,1,"0.93"
"13305","10","Local Government","All sizes",2023,1,"2.10"
"13305","10","Private","All sizes",2023,1,"2.87"
"13307","10","Total Covered","All sizes",2023,1,"0.30"
"13307","10","Federal Government","All sizes",2023,1,"-16.67"
"13307","10","State Government","All sizes",2023,1,"-30.57"
"13307","10","Local Government","All sizes",2023,1,"-0.63"
"13307","10","Private","All sizes",2023,1,"1.43"
"13309","10","Total Covered","All sizes",2023,1,"2.70"
"13309","10","Federal Government","All sizes",2023,1,"-11.10"
"13309","10","State Government","All sizes",2023,1,"0.00"
"13309","10","Local Government","All sizes",2023,1,"-1.80"
"13309","10","Private","All sizes",2023,1,"4.50"
"13311","10","Total Covered","All sizes",2023,1,"2.90"
"13311","10","Federal Government","All sizes",2023,1,"-14.23"
"13311","10","State Government","All sizes",2023,1,"2.10"
"13311","10","Local Government","All sizes",2023,1,"3.27"
"13311","10","Private","All sizes",2023,1,"3.00"
"13313","10","Total Covered","All sizes",2023,1,"1.70"
"13313","10","Federal Government","All sizes",2023,1,"5.90"
"13313","10","State Government","All sizes",2023,1,"-4.80"
"13313","10","Local Government","All sizes",2023,1,"0.80"
"13313","10","Private","All sizes",2023,1,"1.90"
"13315","10","Total Covered","All sizes",2023,1,"6.53"
"13315","10","Federal Government","All sizes",2023,1,"21.23"
"13315","10","State Government","All sizes",2023,1,"0.70"
"13315","10","Local Government","All sizes",2023,1,"3.70"
"13315","10","Private","All sizes",2023,1,"9.20"
"13317","10","Total Covered","All sizes",2023,1,"3.57"
"13317","10","Federal Government","All sizes",2023,1,"5.17"
"13317","10","State Government","All sizes",2023,1,"9.27"
"13317","10","Local Government","All sizes",2023,1,"2.43"
"13317","10","Private","All sizes",2023,1,"3.80"
"13319","10","Total Covered","All sizes",2023,1,"-12.10"
"13319","10","Federal Government","All sizes",2023,1,"7.77"
"13319","10","State Government","All sizes",2023,1,"-26.87"
"13319","10","Local Government","All sizes",2023,1,"6.57"
"13319","10","Private","All sizes",2023,1,"-14.73"
"13321","10","Total Covered","All sizes",2023,1,"4.13"
"13321","10","Federal Government","All sizes",2023,1,"-7.70"
"13321","10","State Government","All sizes",2023,1,"-3.17"
"13321","10","Local Government","All sizes",2023,1,"-2.03"
"13321","10","Private","All sizes",2023,1,"6.87"
"13999","10","Total Covered","All sizes",2023,1,"5.27"
"13999","10","Federal Government","All sizes",2023,1,"75.53"
"13999","10","State Government","All sizes",2023,1,"24.90"
"13999","10","Local Government","All sizes",2023,1,"138.50"
"13999","10","Private","All sizes",2023,1,"4.93"
"15000","10","Total Covered","All sizes",2023,1,"3.73"
"15000","10","Federal Government","All sizes",2023,1,"0.93"
"15000","10","State Government","All sizes",2023,1,"1.73"
"15000","10","Local Government","All sizes",2023,1,"0.93"
"15000","10","Private","All sizes",2023,1,"4.30"
"15000","10",NULL,"All sizes",2023,1,"1.40"
"15001","10","Total Covered","All sizes",2023,1,"3.73"
"15001","10","Federal Government","All sizes",2023,1,"0.87"
"15001","10","State Government","All sizes",2023,1,"3.13"
"15001","10","Local Government","All sizes",2023,1,"0.53"
"15001","10","Private","All sizes",2023,1,"4.10"
"15003","10","Total Covered","All sizes",2023,1,"3.10"
"15003","10","Federal Government","All sizes",2023,1,"0.80"
"15003","10","State Government","All sizes",2023,1,"1.77"
"15003","10","Local Government","All sizes",2023,1,"1.07"
"15003","10","Private","All sizes",2023,1,"3.57"
"15007","10","Total Covered","All sizes",2023,1,"3.87"
"15007","10","Federal Government","All sizes",2023,1,"-2.23"
"15007","10","State Government","All sizes",2023,1,"0.00"
"15007","10","Local Government","All sizes",2023,1,"0.00"
"15007","10","Private","All sizes",2023,1,"4.80"
"15009","10","Total Covered","All sizes",2023,1,"4.03"
"15009","10","Federal Government","All sizes",2023,1,"0.60"
"15009","10","State Government","All sizes",2023,1,"0.00"
"15009","10","Local Government","All sizes",2023,1,"0.00"
"15009","10","Private","All sizes",2023,1,"4.40"
