"area_fips","industry_code","own_code","size_code","year_num","quarter_num","yoy_pct_change_wages"
"21013","10","Local Government","All sizes",2023,1,"16.4"
"21013","10","Private","All sizes",2023,1,"16.4"
"21015","10","Total Covered","All sizes",2023,1,"7.9"
"21015","10","Federal Government","All sizes",2023,1,"6.1"
"21015","10","State Government","All sizes",2023,1,"14.3"
"21015","10","Local Government","All sizes",2023,1,"20.2"
"21015","10","Private","All sizes",2023,1,"7.3"
"21017","10","Total Covered","All sizes",2023,1,"8.9"
"21017","10","Federal Government","All sizes",2023,1,"27.6"
"21017","10","State Government","All sizes",2023,1,"9.9"
"21017","10","Local Government","All sizes",2023,1,"6.7"
"21017","10","Private","All sizes",2023,1,"9.0"
"21019","10","Total Covered","All sizes",2023,1,"20.5"
"21019","10","Federal Government","All sizes",2023,1,"12.3"
"21019","10","State Government","All sizes",2023,1,"23.7"
"21019","10","Local Government","All sizes",2023,1,"17.0"
"21019","10","Private","All sizes",2023,1,"21.0"
"21021","10","Total Covered","All sizes",2023,1,"11.7"
"21021","10","Federal Government","All sizes",2023,1,"24.6"
"21021","10","State Government","All sizes",2023,1,"40.7"
"21021","10","Local Government","All sizes",2023,1,"6.6"
"21021","10","Private","All sizes",2023,1,"11.0"
"21023","10","Total Covered","All sizes",2023,1,"15.2"
"21023","10","Federal Government","All sizes",2023,1,"31.7"
"21023","10","State Government","All sizes",2023,1,"16.2"
"21023","10","Local Government","All sizes",2023,1,"6.8"
"21023","10","Private","All sizes",2023,1,"17.6"
"21025","10","Total Covered","All sizes",2023,1,"8.4"
"21025","10","Federal Government","All sizes",2023,1,"-2.3"
"21025","10","State Government","All sizes",2023,1,"19.6"
"21025","10","Local Government","All sizes",2023,1,"1.7"
"21025","10","Private","All sizes",2023,1,"8.8"
"21027","10","Total Covered","All sizes",2023,1,"12.7"
"21027","10","Federal Government","All sizes",2023,1,"19.5"
"21027","10","State Government","All sizes",2023,1,"15.1"
"21027","10","Local Government","All sizes",2023,1,"10.4"
"21027","10","Private","All sizes",2023,1,"12.9"
"21029","10","Total Covered","All sizes",2023,1,"7.1"
"21029","10","Federal Government","All sizes",2023,1,"21.7"
"21029","10","State Government","All sizes",2023,1,"13.5"
"21029","10","Local Government","All sizes",2023,1,"16.4"
"21029","10","Private","All sizes",2023,1,"6.1"
"21031","10","Total Covered","All sizes",2023,1,"6.8"
"21031","10","Federal Government","All sizes",2023,1,"30.0"
"21031","10","State Government","All sizes",2023,1,"-11.4"
"21031","10","Local Government","All sizes",2023,1,"11.1"
"21031","10","Private","All sizes",2023,1,"6.5"
"21033","10","Total Covered","All sizes",2023,1,"5.6"
"21033","10","Federal Government","All sizes",2023,1,"21.3"
"21033","10","State Government","All sizes",2023,1,"19.1"
"21033","10","Local Government","All sizes",2023,1,"3.5"
"21033","10","Private","All sizes",2023,1,"5.4"
"21035","10","Total Covered","All sizes",2023,1,"9.1"
"21035","10","Federal Government","All sizes",2023,1,"24.8"
"21035","10","State Government","All sizes",2023,1,"3.3"
"21035","10","Local Government","All sizes",2023,1,"6.9"
"21035","10","Private","All sizes",2023,1,"10.6"
"21037","10","Total Covered","All sizes",2023,1,"15.0"
"21037","10","Federal Government","All sizes",2023,1,"29.1"
"21037","10","State Government","All sizes",2023,1,"7.5"
"21037","10","Local Government","All sizes",2023,1,"2.9"
"21037","10","Private","All sizes",2023,1,"17.0"
"21039","10","Total Covered","All sizes",2023,1,"13.7"
"21039","10","Federal Government","All sizes",2023,1,"22.7"
"21039","10","State Government","All sizes",2023,1,"0.4"
"21039","10","Local Government","All sizes",2023,1,"1.5"
"21039","10","Private","All sizes",2023,1,"16.4"
"21041","10","Total Covered","All sizes",2023,1,"11.7"
"21041","10","Federal Government","All sizes",2023,1,"33.2"
"21041","10","State Government","All sizes",2023,1,"16.9"
"21041","10","Local Government","All sizes",2023,1,"19.6"
"21041","10","Private","All sizes",2023,1,"11.2"
"21043","10","Total Covered","All sizes",2023,1,"12.5"
"21043","10","Federal Government","All sizes",2023,1,"14.3"
"21043","10","State Government","All sizes",2023,1,"16.9"
"21043","10","Local Government","All sizes",2023,1,"4.1"
"21043","10","Private","All sizes",2023,1,"14.3"
"21045","10","Total Covered","All sizes",2023,1,"14.9"
"21045","10","Federal Government","All sizes",2023,1,"21.9"
"21045","10","State Government","All sizes",2023,1,"2.0"
"21045","10","Local Government","All sizes",2023,1,"6.4"
"21045","10","Private","All sizes",2023,1,"16.6"
"21047","10","Total Covered","All sizes",2023,1,"14.3"
"21047","10","Federal Government","All sizes",2023,1,"7.4"
"21047","10","State Government","All sizes",2023,1,"9.9"
"21047","10","Local Government","All sizes",2023,1,"14.7"
"21047","10","Private","All sizes",2023,1,"15.4"
"21049","10","Total Covered","All sizes",2023,1,"10.9"
"21049","10","Federal Government","All sizes",2023,1,"19.5"
"21049","10","State Government","All sizes",2023,1,"9.3"
"21049","10","Local Government","All sizes",2023,1,"13.3"
"21049","10","Private","All sizes",2023,1,"10.6"
"21051","10","Total Covered","All sizes",2023,1,"11.5"
"21051","10","Federal Government","All sizes",2023,1,"3.1"
"21051","10","State Government","All sizes",2023,1,"11.3"
"21051","10","Local Government","All sizes",2023,1,"7.5"
"21051","10","Private","All sizes",2023,1,"14.8"
"21053","10","Total Covered","All sizes",2023,1,"9.3"
"21053","10","Federal Government","All sizes",2023,1,"23.6"
"21053","10","State Government","All sizes",2023,1,"18.0"
"21053","10","Local Government","All sizes",2023,1,"-1.8"
"21053","10","Private","All sizes",2023,1,"10.5"
"21055","10","Total Covered","All sizes",2023,1,"15.2"
"21055","10","Federal Government","All sizes",2023,1,"37.1"
"21055","10","State Government","All sizes",2023,1,"26.6"
"21055","10","Local Government","All sizes",2023,1,"6.2"
"21055","10","Private","All sizes",2023,1,"16.8"
"21057","10","Total Covered","All sizes",2023,1,"21.8"
"21057","10","Federal Government","All sizes",2023,1,"54.8"
"21057","10","State Government","All sizes",2023,1,"21.2"
"21057","10","Local Government","All sizes",2023,1,"5.9"
"21057","10","Private","All sizes",2023,1,"23.7"
"21059","10","Total Covered","All sizes",2023,1,"10.4"
"21059","10","Federal Government","All sizes",2023,1,"19.6"
"21059","10","State Government","All sizes",2023,1,"19.7"
"21059","10","Local Government","All sizes",2023,1,"6.7"
"21059","10","Private","All sizes",2023,1,"10.6"
"21061","10","Total Covered","All sizes",2023,1,"16.1"
"21061","10","Federal Government","All sizes",2023,1,"12.5"
"21061","10","State Government","All sizes",2023,1,"20.4"
"21061","10","Local Government","All sizes",2023,1,"4.5"
"21061","10","Private","All sizes",2023,1,"23.2"
"21063","10","Total Covered","All sizes",2023,1,"24.7"
"21063","10","Federal Government","All sizes",2023,1,"5.4"
"21063","10","State Government","All sizes",2023,1,"35.8"
"21063","10","Local Government","All sizes",2023,1,"6.4"
"21063","10","Private","All sizes",2023,1,"28.3"
"21065","10","Total Covered","All sizes",2023,1,"8.9"
"21065","10","Federal Government","All sizes",2023,1,"23.4"
"21065","10","State Government","All sizes",2023,1,"12.7"
"21065","10","Local Government","All sizes",2023,1,"3.7"
"21065","10","Private","All sizes",2023,1,"10.0"
"21067","10","Total Covered","All sizes",2023,1,"13.8"
"21067","10","Federal Government","All sizes",2023,1,"21.6"
"21067","10","State Government","All sizes",2023,1,"13.3"
"21067","10","Local Government","All sizes",2023,1,"14.0"
"21067","10","Private","All sizes",2023,1,"13.6"
"21069","10","Total Covered","All sizes",2023,1,"5.0"
"21069","10","Federal Government","All sizes",2023,1,"23.0"
"21069","10","State Government","All sizes",2023,1,"9.0"
"21069","10","Local Government","All sizes",2023,1,"1.0"
"21069","10","Private","All sizes",2023,1,"5.0"
"21071","10","Total Covered","All sizes",2023,1,"10.9"
"21071","10","Federal Government","All sizes",2023,1,"18.1"
"21071","10","State Government","All sizes",2023,1,"22.4"
"21071","10","Local Government","All sizes",2023,1,"0.6"
"21071","10","Private","All sizes",2023,1,"11.5"
"21073","10","Total Covered","All sizes",2023,1,"12.8"
"21073","10","Federal Government","All sizes",2023,1,"11.3"
"21073","10","State Government","All sizes",2023,1,"12.7"
"21073","10","Local Government","All sizes",2023,1,"11.7"
"21073","10","Private","All sizes",2023,1,"12.9"
"21075","10","Total Covered","All sizes",2023,1,"15.3"
"21075","10","Federal Government","All sizes",2023,1,"26.8"
"21075","10","State Government","All sizes",2023,1,"12.1"
"21075","10","Local Government","All sizes",2023,1,"10.9"
"21075","10","Private","All sizes",2023,1,"16.3"
"21077","10","Total Covered","All sizes",2023,1,"12.3"
"21077","10","Federal Government","All sizes",2023,1,"17.8"
"21077","10","State Government","All sizes",2023,1,"17.2"
"21077","10","Local Government","All sizes",2023,1,"3.9"
"21077","10","Private","All sizes",2023,1,"12.9"
"21079","10","Total Covered","All sizes",2023,1,"25.4"
"21079","10","Federal Government","All sizes",2023,1,"28.0"
"21079","10","State Government","All sizes",2023,1,"21.7"
"21079","10","Local Government","All sizes",2023,1,"26.6"
"21079","10","Private","All sizes",2023,1,"25.2"
"21081","10","Total Covered","All sizes",2023,1,"10.4"
"21081","10","Federal Government","All sizes",2023,1,"20.8"
"21081","10","State Government","All sizes",2023,1,"31.1"
"21081","10","Local Government","All sizes",2023,1,"7.1"
"21081","10","Private","All sizes",2023,1,"10.2"
"21083","10","Total Covered","All sizes",2023,1,"14.9"
"21083","10","Federal Government","All sizes",2023,1,"5.0"
"21083","10","State Government","All sizes",2023,1,"18.6"
"21083","10","Local Government","All sizes",2023,1,"6.7"
"21083","10","Private","All sizes",2023,1,"16.3"
"21085","10","Total Covered","All sizes",2023,1,"9.7"
"21085","10","Federal Government","All sizes",2023,1,"19.8"
"21085","10","State Government","All sizes",2023,1,"15.3"
"21085","10","Local Government","All sizes",2023,1,"5.9"
"21085","10","Private","All sizes",2023,1,"9.9"
"21087","10","Total Covered","All sizes",2023,1,"18.1"
"21087","10","Federal Government","All sizes",2023,1,"33.5"
"21087","10","State Government","All sizes",2023,1,"23.9"
"21087","10","Local Government","All sizes",2023,1,"31.5"
"21087","10","Private","All sizes",2023,1,"13.2"
"21089","10","Total Covered","All sizes",2023,1,"17.7"
"21089","10","Federal Government","All sizes",2023,1,"30.4"
"21089","10","State Government","All sizes",2023,1,"18.6"
"21089","10","Local Government","All sizes",2023,1,"12.7"
"21089","10","Private","All sizes",2023,1,"18.7"
"21091","10","Total Covered","All sizes",2023,1,"-11.0"
"21091","10","Federal Government","All sizes",2023,1,"15.0"
"21091","10","State Government","All sizes",2023,1,"23.0"
"21091","10","Local Government","All sizes",2023,1,"10.3"
"21091","10","Private","All sizes",2023,1,"-12.2"
"21093","10","Total Covered","All sizes",2023,1,"13.2"
"21093","10","Federal Government","All sizes",2023,1,"6.3"
"21093","10","State Government","All sizes",2023,1,"16.1"
"21093","10","Local Government","All sizes",2023,1,"12.3"
"21093","10","Private","All sizes",2023,1,"14.7"
"21095","10","Total Covered","All sizes",2023,1,"15.8"
"21095","10","Federal Government","All sizes",2023,1,"42.1"
"21095","10","State Government","All sizes",2023,1,"17.1"
"21095","10","Local Government","All sizes",2023,1,"5.3"
"21095","10","Private","All sizes",2023,1,"17.6"
"21097","10","Total Covered","All sizes",2023,1,"9.6"
"21097","10","Federal Government","All sizes",2023,1,"34.7"
"21097","10","State Government","All sizes",2023,1,"16.2"
"21097","10","Local Government","All sizes",2023,1,"7.3"
"21097","10","Private","All sizes",2023,1,"9.5"
"21099","10","Total Covered","All sizes",2023,1,"8.5"
"21099","10","Federal Government","All sizes",2023,1,"12.9"
"21099","10","State Government","All sizes",2023,1,"15.1"
"21099","10","Local Government","All sizes",2023,1,"6.1"
"21099","10","Private","All sizes",2023,1,"8.7"
"21101","10","Total Covered","All sizes",2023,1,"11.7"
"21101","10","Federal Government","All sizes",2023,1,"14.8"
"21101","10","State Government","All sizes",2023,1,"18.9"
"21101","10","Local Government","All sizes",2023,1,"7.0"
"21101","10","Private","All sizes",2023,1,"12.1"
"21103","10","Total Covered","All sizes",2023,1,"9.5"
"21103","10","Federal Government","All sizes",2023,1,"17.3"
"21103","10","State Government","All sizes",2023,1,"21.3"
"21103","10","Local Government","All sizes",2023,1,"6.6"
"21103","10","Private","All sizes",2023,1,"9.2"
"21105","10","Total Covered","All sizes",2023,1,"15.4"
"21105","10","Federal Government","All sizes",2023,1,"24.0"
"21105","10","State Government","All sizes",2023,1,"0"
"21105","10","Local Government","All sizes",2023,1,"0"
"21105","10","Private","All sizes",2023,1,"17.0"
"21107","10","Total Covered","All sizes",2023,1,"15.7"
"21107","10","Federal Government","All sizes",2023,1,"15.8"
"21107","10","State Government","All sizes",2023,1,"8.7"
"21107","10","Local Government","All sizes",2023,1,"10.1"
"21107","10","Private","All sizes",2023,1,"16.6"
"21109","10","Total Covered","All sizes",2023,1,"11.4"
"21109","10","Federal Government","All sizes",2023,1,"3.0"
"21109","10","State Government","All sizes",2023,1,"8.6"
"21109","10","Local Government","All sizes",2023,1,"5.2"
"21109","10","Private","All sizes",2023,1,"15.1"
"21111","10","Total Covered","All sizes",2023,1,"11.9"
"21111","10","Federal Government","All sizes",2023,1,"19.3"
"21111","10","State Government","All sizes",2023,1,"3.7"
"21111","10","Local Government","All sizes",2023,1,"14.7"
"21111","10","Private","All sizes",2023,1,"11.9"
"21113","10","Total Covered","All sizes",2023,1,"12.9"
"21113","10","Federal Government","All sizes",2023,1,"15.7"
"21113","10","State Government","All sizes",2023,1,"20.1"
"21113","10","Local Government","All sizes",2023,1,"13.1"
"21113","10","Private","All sizes",2023,1,"12.8"
"21115","10","Total Covered","All sizes",2023,1,"10.6"
"21115","10","Federal Government","All sizes",2023,1,"-1.6"
"21115","10","State Government","All sizes",2023,1,"21.1"
"21115","10","Local Government","All sizes",2023,1,"3.3"
"21115","10","Private","All sizes",2023,1,"11.9"
"21117","10","Total Covered","All sizes",2023,1,"7.0"
"21117","10","Federal Government","All sizes",2023,1,"11.7"
"21117","10","State Government","All sizes",2023,1,"18.7"
"21117","10","Local Government","All sizes",2023,1,"7.8"
"21117","10","Private","All sizes",2023,1,"6.6"
"21119","10","Total Covered","All sizes",2023,1,"23.5"
"21119","10","Federal Government","All sizes",2023,1,"24.6"
"21119","10","State Government","All sizes",2023,1,"12.2"
"21119","10","Local Government","All sizes",2023,1,"23.0"
"21119","10","Private","All sizes",2023,1,"24.7"
"21121","10","Total Covered","All sizes",2023,1,"17.2"
"21121","10","Federal Government","All sizes",2023,1,"4.5"
"21121","10","State Government","All sizes",2023,1,"17.3"
"21121","10","Local Government","All sizes",2023,1,"5.8"
"21121","10","Private","All sizes",2023,1,"20.1"
"21123","10","Total Covered","All sizes",2023,1,"-3.7"
"21123","10","Federal Government","All sizes",2023,1,"20.8"
"21123","10","State Government","All sizes",2023,1,"-6.9"
"21123","10","Local Government","All sizes",2023,1,"3.5"
"21123","10","Private","All sizes",2023,1,"-6.3"
"21125","10","Total Covered","All sizes",2023,1,"9.3"
"21125","10","Federal Government","All sizes",2023,1,"16.4"
"21125","10","State Government","All sizes",2023,1,"26.4"
"21125","10","Local Government","All sizes",2023,1,"13.3"
"21125","10","Private","All sizes",2023,1,"8.4"
"21127","10","Total Covered","All sizes",2023,1,"14.9"
"21127","10","Federal Government","All sizes",2023,1,"25.7"
"21127","10","State Government","All sizes",2023,1,"16.1"
"21127","10","Local Government","All sizes",2023,1,"14.1"
"21127","10","Private","All sizes",2023,1,"14.8"
"21129","10","Total Covered","All sizes",2023,1,"21.7"
"21129","10","Federal Government","All sizes",2023,1,"37.3"
"21129","10","State Government","All sizes",2023,1,"18.4"
"21129","10","Local Government","All sizes",2023,1,"11.7"
"21129","10","Private","All sizes",2023,1,"24.2"
"21131","10","Total Covered","All sizes",2023,1,"13.8"
"21131","10","Federal Government","All sizes",2023,1,"27.4"
"21131","10","State Government","All sizes",2023,1,"23.1"
"21131","10","Local Government","All sizes",2023,1,"4.4"
"21131","10","Private","All sizes",2023,1,"16.7"
"21133","10","Total Covered","All sizes",2023,1,"14.5"
"21133","10","Federal Government","All sizes",2023,1,"28.7"
"21133","10","State Government","All sizes",2023,1,"9.6"
"21133","10","Local Government","All sizes",2023,1,"13.8"
"21133","10","Private","All sizes",2023,1,"14.8"
"21135","10","Total Covered","All sizes",2023,1,"7.4"
"21135","10","Federal Government","All sizes",2023,1,"24.1"
"21135","10","State Government","All sizes",2023,1,"17.0"
"21135","10","Local Government","All sizes",2023,1,"3.7"
"21135","10","Private","All sizes",2023,1,"8.0"
"21137","10","Total Covered","All sizes",2023,1,"12.3"
"21137","10","Federal Government","All sizes",2023,1,"29.4"
"21137","10","State Government","All sizes",2023,1,"24.2"
"21137","10","Local Government","All sizes",2023,1,"8.0"
"21137","10","Private","All sizes",2023,1,"12.6"
"21139","10","Total Covered","All sizes",2023,1,"14.1"
"21139","10","Federal Government","All sizes",2023,1,"15.9"
"21139","10","State Government","All sizes",2023,1,"15.5"
"21139","10","Local Government","All sizes",2023,1,"3.2"
"21139","10","Private","All sizes",2023,1,"15.3"
"21141","10","Total Covered","All sizes",2023,1,"15.6"
"21141","10","Federal Government","All sizes",2023,1,"15.1"
"21141","10","State Government","All sizes",2023,1,"22.7"
"21141","10","Local Government","All sizes",2023,1,"6.4"
"21141","10","Private","All sizes",2023,1,"16.4"
"21143","10","Total Covered","All sizes",2023,1,"21.5"
"21143","10","Federal Government","All sizes",2023,1,"7.5"
"21143","10","State Government","All sizes",2023,1,"21.2"
"21143","10","Local Government","All sizes",2023,1,"6.7"
"21143","10","Private","All sizes",2023,1,"25.2"
"21145","10","Total Covered","All sizes",2023,1,"16.0"
"21145","10","Federal Government","All sizes",2023,1,"5.6"
"21145","10","State Government","All sizes",2023,1,"11.0"
"21145","10","Local Government","All sizes",2023,1,"8.8"
"21145","10","Private","All sizes",2023,1,"16.8"
"21147","10","Total Covered","All sizes",2023,1,"11.9"
"21147","10","Federal Government","All sizes",2023,1,"11.2"
"21147","10","State Government","All sizes",2023,1,"20.5"
"21147","10","Local Government","All sizes",2023,1,"6.6"
"21147","10","Private","All sizes",2023,1,"14.8"
"21149","10","Total Covered","All sizes",2023,1,"12.9"
"21149","10","Federal Government","All sizes",2023,1,"12.4"
"21149","10","State Government","All sizes",2023,1,"31.1"
"21149","10","Local Government","All sizes",2023,1,"1.5"
"21149","10","Private","All sizes",2023,1,"15.3"
"21151","10","Total Covered","All sizes",2023,1,"17.2"
"21151","10","Federal Government","All sizes",2023,1,"8.7"
"21151","10","State Government","All sizes",2023,1,"4.9"
"21151","10","Local Government","All sizes",2023,1,"6.2"
"21151","10","Private","All sizes",2023,1,"20.4"
"21153","10","Total Covered","All sizes",2023,1,"17.1"
"21153","10","Federal Government","All sizes",2023,1,"50.4"
"21153","10","State Government","All sizes",2023,1,"29.2"
"21153","10","Local Government","All sizes",2023,1,"23.7"
"21153","10","Private","All sizes",2023,1,"13.3"
"21155","10","Total Covered","All sizes",2023,1,"13.8"
"21155","10","Federal Government","All sizes",2023,1,"10.9"
"21155","10","State Government","All sizes",2023,1,"19.6"
"21155","10","Local Government","All sizes",2023,1,"7.6"
"21155","10","Private","All sizes",2023,1,"14.3"
"21157","10","Total Covered","All sizes",2023,1,"17.0"
"21157","10","Federal Government","All sizes",2023,1,"19.5"
"21157","10","State Government","All sizes",2023,1,"10.9"
"21157","10","Local Government","All sizes",2023,1,"5.4"
"21157","10","Private","All sizes",2023,1,"18.4"
"21159","10","Total Covered","All sizes",2023,1,"9.1"
"21159","10","Federal Government","All sizes",2023,1,"3.2"
"21159","10","State Government","All sizes",2023,1,"7.7"
"21159","10","Local Government","All sizes",2023,1,"22.5"
"21159","10","Private","All sizes",2023,1,"9.4"
"21161","10","Total Covered","All sizes",2023,1,"8.9"
"21161","10","Federal Government","All sizes",2023,1,"11.7"
"21161","10","State Government","All sizes",2023,1,"14.1"
"21161","10","Local Government","All sizes",2023,1,"5.4"
"21161","10","Private","All sizes",2023,1,"9.0"
"21163","10","Total Covered","All sizes",2023,1,"30.5"
"21163","10","Federal Government","All sizes",2023,1,"24.7"
"21163","10","State Government","All sizes",2023,1,"12.4"
"21163","10","Local Government","All sizes",2023,1,"8.8"
"21163","10","Private","All sizes",2023,1,"34.7"
"21165","10","Total Covered","All sizes",2023,1,"11.2"
"21165","10","Federal Government","All sizes",2023,1,"4.1"
"21165","10","State Government","All sizes",2023,1,"26.0"
"21165","10","Local Government","All sizes",2023,1,"18.0"
"21165","10","Private","All sizes",2023,1,"7.7"
"21167","10","Total Covered","All sizes",2023,1,"15.9"
"21167","10","Federal Government","All sizes",2023,1,"18.9"
"21167","10","State Government","All sizes",2023,1,"8.4"
"21167","10","Local Government","All sizes",2023,1,"6.4"
"21167","10","Private","All sizes",2023,1,"16.8"
"21169","10","Total Covered","All sizes",2023,1,"7.7"
"21169","10","Federal Government","All sizes",2023,1,"31.2"
"21169","10","State Government","All sizes",2023,1,"17.4"
"21169","10","Local Government","All sizes",2023,1,"6.1"
"21169","10","Private","All sizes",2023,1,"7.4"
"21171","10","Total Covered","All sizes",2023,1,"7.6"
"21171","10","Federal Government","All sizes",2023,1,"45.5"
"21171","10","State Government","All sizes",2023,1,"14.3"
"21171","10","Local Government","All sizes",2023,1,"4.7"
"21171","10","Private","All sizes",2023,1,"7.6"
"21173","10","Total Covered","All sizes",2023,1,"11.9"
"21173","10","Federal Government","All sizes",2023,1,"1.1"
"21173","10","State Government","All sizes",2023,1,"12.6"
"21173","10","Local Government","All sizes",2023,1,"2.9"
"21173","10","Private","All sizes",2023,1,"12.9"
"21175","10","Total Covered","All sizes",2023,1,"24.6"
"21175","10","Federal Government","All sizes",2023,1,"8.9"
"21175","10","State Government","All sizes",2023,1,"34.1"
"21175","10","Local Government","All sizes",2023,1,"4.9"
"21175","10","Private","All sizes",2023,1,"27.2"
"21177","10","Total Covered","All sizes",2023,1,"19.3"
"21177","10","Federal Government","All sizes",2023,1,"10.6"
"21177","10","State Government","All sizes",2023,1,"11.9"
"21177","10","Local Government","All sizes",2023,1,"5.7"
"21177","10","Private","All sizes",2023,1,"22.0"
"21179","10","Total Covered","All sizes",2023,1,"15.1"
"21179","10","Federal Government","All sizes",2023,1,"20.7"
"21179","10","State Government","All sizes",2023,1,"19.5"
"21179","10","Local Government","All sizes",2023,1,"15.9"
"21179","10","Private","All sizes",2023,1,"14.9"
"21181","10","Total Covered","All sizes",2023,1,"6.1"
"21181","10","Federal Government","All sizes",2023,1,"21.0"
"21181","10","State Government","All sizes",2023,1,"20.5"
"21181","10","Local Government","All sizes",2023,1,"1.8"
"21181","10","Private","All sizes",2023,1,"6.5"
"21183","10","Total Covered","All sizes",2023,1,"14.0"
"21183","10","Federal Government","All sizes",2023,1,"17.7"
"21183","10","State Government","All sizes",2023,1,"3.1"
"21183","10","Local Government","All sizes",2023,1,"19.1"
"21183","10","Private","All sizes",2023,1,"12.7"
"21185","10","Total Covered","All sizes",2023,1,"18.3"
"21185","10","Federal Government","All sizes",2023,1,"25.0"
"21185","10","State Government","All sizes",2023,1,"27.7"
"21185","10","Local Government","All sizes",2023,1,"4.0"
"21185","10","Private","All sizes",2023,1,"19.7"
"21187","10","Total Covered","All sizes",2023,1,"20.6"
"21187","10","Federal Government","All sizes",2023,1,"14.2"
"21187","10","State Government","All sizes",2023,1,"14.8"
"21187","10","Local Government","All sizes",2023,1,"26.3"
"21187","10","Private","All sizes",2023,1,"19.2"
"21189","10","Total Covered","All sizes",2023,1,"25.4"
"21189","10","Federal Government","All sizes",2023,1,"17.4"
"21189","10","State Government","All sizes",2023,1,"10.1"
"21189","10","Local Government","All sizes",2023,1,"16.7"
"21189","10","Private","All sizes",2023,1,"32.4"
"21191","10","Total Covered","All sizes",2023,1,"12.9"
"21191","10","Federal Government","All sizes",2023,1,"14.3"
"21191","10","State Government","All sizes",2023,1,"24.5"
"21191","10","Local Government","All sizes",2023,1,"9.5"
"21191","10","Private","All sizes",2023,1,"13.3"
"21193","10","Total Covered","All sizes",2023,1,"16.0"
"21193","10","Federal Government","All sizes",2023,1,"18.7"
"21193","10","State Government","All sizes",2023,1,"14.4"
"21193","10","Local Government","All sizes",2023,1,"10.3"
"21193","10","Private","All sizes",2023,1,"16.8"
"21195","10","Total Covered","All sizes",2023,1,"12.9"
"21195","10","Federal Government","All sizes",2023,1,"2.3"
"21195","10","State Government","All sizes",2023,1,"17.3"
"21195","10","Local Government","All sizes",2023,1,"7.0"
"21195","10","Private","All sizes",2023,1,"13.5"
"21197","10","Total Covered","All sizes",2023,1,"8.5"
"21197","10","Federal Government","All sizes",2023,1,"15.8"
"21197","10","State Government","All sizes",2023,1,"27.3"
"21197","10","Local Government","All sizes",2023,1,"-3.8"
"21197","10","Private","All sizes",2023,1,"10.9"
"21199","10","Total Covered","All sizes",2023,1,"15.2"
"21199","10","Federal Government","All sizes",2023,1,"23.2"
"21199","10","State Government","All sizes",2023,1,"13.8"
"21199","10","Local Government","All sizes",2023,1,"8.8"
"21199","10","Private","All sizes",2023,1,"15.7"
"21201","10","Total Covered","All sizes",2023,1,"10.2"
"21201","10","Federal Government","All sizes",2023,1,"21.0"
"21201","10","State Government","All sizes",2023,1,"36.8"
"21201","10","Local Government","All sizes",2023,1,"-6.7"
"21201","10","Private","All sizes",2023,1,"15.8"
"21203","10","Total Covered","All sizes",2023,1,"25.5"
"21203","10","Federal Government","All sizes",2023,1,"10.8"
"21203","10","State Government","All sizes",2023,1,"14.3"
"21203","10","Local Government","All sizes",2023,1,"19.2"
"21203","10","Private","All sizes",2023,1,"27.3"
"21205","10","Total Covered","All sizes",2023,1,"12.3"
"21205","10","Federal Government","All sizes",2023,1,"16.5"
"21205","10","State Government","All sizes",2023,1,"8.1"
"21205","10","Local Government","All sizes",2023,1,"11.3"
"21205","10","Private","All sizes",2023,1,"13.1"
"21207","10","Total Covered","All sizes",2023,1,"14.7"
"21207","10","Federal Government","All sizes",2023,1,"-0.8"
"21207","10","State Government","All sizes",2023,1,"24.5"
"21207","10","Local Government","All sizes",2023,1,"26.7"
"21207","10","Private","All sizes",2023,1,"12.7"
"21209","10","Total Covered","All sizes",2023,1,"27.1"
"21209","10","Federal Government","All sizes",2023,1,"19.6"
"21209","10","State Government","All sizes",2023,1,"34.2"
"21209","10","Local Government","All sizes",2023,1,"5.9"
"21209","10","Private","All sizes",2023,1,"28.4"
"21211","10","Total Covered","All sizes",2023,1,"10.6"
"21211","10","Federal Government","All sizes",2023,1,"22.8"
"21211","10","State Government","All sizes",2023,1,"-26.2"
"21211","10","Local Government","All sizes",2023,1,"10.5"
"21211","10","Private","All sizes",2023,1,"11.5"
"21213","10","Total Covered","All sizes",2023,1,"26.0"
"21213","10","Federal Government","All sizes",2023,1,"18.5"
"21213","10","State Government","All sizes",2023,1,"26.4"
"21213","10","Local Government","All sizes",2023,1,"7.0"
"21213","10","Private","All sizes",2023,1,"27.7"
"21215","10","Total Covered","All sizes",2023,1,"15.8"
"21215","10","Federal Government","All sizes",2023,1,"23.4"
"21215","10","State Government","All sizes",2023,1,"13.4"
"21215","10","Local Government","All sizes",2023,1,"7.6"
"21215","10","Private","All sizes",2023,1,"19.3"
"21217","10","Total Covered","All sizes",2023,1,"14.8"
"21217","10","Federal Government","All sizes",2023,1,"14.1"
"21217","10","State Government","All sizes",2023,1,"19.9"
"21217","10","Local Government","All sizes",2023,1,"21.6"
"21217","10","Private","All sizes",2023,1,"13.2"
"21219","10","Total Covered","All sizes",2023,1,"19.2"
"21219","10","Federal Government","All sizes",2023,1,"29.2"
"21219","10","State Government","All sizes",2023,1,"11.4"
"21219","10","Local Government","All sizes",2023,1,"17.3"
"21219","10","Private","All sizes",2023,1,"19.5"
"21221","10","Total Covered","All sizes",2023,1,"15.9"
"21221","10","Federal Government","All sizes",2023,1,"13.4"
"21221","10","State Government","All sizes",2023,1,"11.5"
