"state_name","county_name","year","qtr","total_establishments","total_employment","total_wages","avg_weekly_wage"
"Kentucky","Hancock County",2023,1,"450","7358.0000000000000000","149550604","1563.45"
"Montana","Rosebud County",2023,1,"528","6757.3333333333333333","98691868","1123.47"
"Missouri","DeKalb County",2023,1,"534","5201.3333333333333334","58213010","860.92"
"Oklahoma","Harmon County",2023,1,"158","1235.3333333333333334","13504254","840.90"
"North Dakota","Adams County",2023,1,"234","1597.3333333333333333","19923900","959.48"
"Georgia","Atkinson County",2023,1,"254","4275.9999999999999999","50027390","899.97"
"North Carolina","Gates County",2023,1,"382","2803.3333333333333334","28695308","787.40"
"Kansas","Osage County",2023,1,"696","7480.6666666666666667","60028880","617.27"
"Texas","Shackelford County",2023,1,"290","2674.0000000000000000","47040464","1353.22"
"Texas","Newton County",2023,1,"298","2505.3333333333333334","26830100","823.78"
"Minnesota","Mille Lacs County",2023,1,"1550","17645.3333333333333333","199276554","868.73"
"Iowa","Worth County",2023,1,"456","4438.6666666666666666","51390540","890.61"
"Texas","San Patricio County",2023,1,"2522","45917.3333333333336666","758216084","1270.20"
"Maryland","St. Mary's County",2023,1,"4436","93163.9999999999996667","1963343154","1621.08"
"Ohio","Franklin County",2023,1,"78696","1522497.9999999999996667","27891949144","1409.22"
"Indiana","Carroll County",2023,1,"854","10815.3333333333333333","122288886","869.77"
"Illinois","Kendall County",2023,1,"4740","58351.3333333333333334","744497544","981.45"
"Minnesota","Brown County",2023,1,"1780","26236.6666666666666667","348427216","1021.55"
"Florida","Osceola County",2023,1,"20564","220255.3333333333336667","2774883752","969.11"
"Texas","Gillespie County",2023,1,"2474","24067.3333333333333334","289644042","925.75"
"Michigan","Grand Traverse County",2023,1,"7880","98650.0000000000000000","1398507982","1090.50"
"Kentucky","Estill County",2023,1,"496","4559.9999999999999999","50991118","860.17"
"Georgia","Tift County",2023,1,"2466","44670.0000000000003333","531798634","915.77"
"Kansas","Logan County",2023,1,"286","2563.3333333333333334","24613752","738.63"
"Georgia","Jones County",2023,1,"854","7789.3333333333333334","84951076","838.93"
"New Mexico","Cibola County",2023,1,"886","13263.3333333333333334","146745368","851.08"
"Georgia","Jackson County",2023,1,"4002","93908.6666666666663333","1112871154","911.58"
"Tennessee","Dyer County",2023,1,"1802","32805.3333333333336667","415064032","973.26"
"Indiana","Union County",2023,1,"300","2573.3333333333333333","24599776","735.35"
"South Carolina","Lee County",2023,1,"612","7508.6666666666666666","85143908","872.26"
"Virginia","Roanoke city",2023,1,"7630","127738.0000000000003334","1975057022","1189.37"
"Tennessee","Smith County",2023,1,"784","10420.0000000000000000","135231136","998.31"
"Georgia","Thomas County",2023,1,"3438","41775.3333333333336667","577049502","1062.55"
"Kansas","Norton County",2023,1,"378","4531.3333333333333334","51809378","879.51"
"Missouri","Holt County",2023,1,"362","2610.6666666666666667","27130352","799.39"
"North Carolina","Cleveland County",2023,1,"4584","72365.9999999999996667","937791038","996.85"
"Texas","Real County",2023,1,"228","1561.3333333333333333","14327692","705.89"
"Tennessee","Maury County",2023,1,"5744","79607.3333333333333333","1279637974","1236.49"
"Georgia","Grady County",2023,1,"1156","12614.0000000000000000","134410420","819.67"
"Louisiana","Lafayette Parish",2023,1,"23390","267587.3333333333336667","3781455320","1087.05"
"Virginia","Powhatan County",2023,1,"1938","15352.6666666666666667","192527716","964.64"
"Georgia","Jenkins County",2023,1,"250","2860.0000000000000000","30715286","826.12"
"Indiana","Wayne County",2023,1,"2938","58414.0000000000003333","724419874","953.96"
"New Mexico","Los Alamos County",2023,1,"1164","41477.3333333333336667","1101724838","2043.24"
"South Carolina","Darlington County",2023,1,"2394","41213.3333333333340000","631343666","1178.38"
"Virginia","Prince George County",2023,1,"1476","29382.6666666666663334","460899358","1206.62"
"Pennsylvania","Susquehanna County",2023,1,"2006","17935.3333333333333334","240749080","1032.55"
"Mississippi","Jackson County",2023,1,"5262","100571.3333333333340000","1521391190","1163.65"
"Ohio","Shelby County",2023,1,"2244","53598.6666666666666667","747098984","1072.21"
"Georgia","Charlton County",2023,1,"392","4111.3333333333333334","48346316","904.56"
"Michigan","Schoolcraft County",2023,1,"516","4769.3333333333333334","55731712","898.88"
"Texas","Palo Pinto County",2023,1,"1490","16325.3333333333333334","192974706","909.27"
"Texas","Briscoe County",2023,1,"166","726.6666666666666666","8187140","866.67"
"Minnesota","Carlton County",2023,1,"1610","25214.6666666666666667","339919094","1037.00"
"Georgia","Fulton County",2023,1,"119106","1872649.333333333333","51049458008","2096.97"
"West Virginia","Morgan County",2023,1,"648","5999.3333333333333334","65070740","834.33"
"Ohio","Perry County",2023,1,"1204","12234.6666666666666666","143491424","902.17"
"North Carolina","Yancey County",2023,1,"972","8977.3333333333333334","96253152","824.75"
"Iowa","Louisa County",2023,1,"566","7558.0000000000000000","94414754","960.93"
"Montana","Yellowstone County",2023,1,"15452","170044.0000000000003333","2500169780","1131.01"
"Kentucky","Pulaski County",2023,1,"4118","51578.6666666666663334","589307840","878.88"
"Indiana","Hancock County",2023,1,"3758","53831.3333333333336667","771125344","1101.91"
"South Dakota","Yankton County",2023,1,"1712","25270.0000000000000000","352345442","1072.56"
"Georgia","Randolph County",2023,1,"352","3703.9999999999999999","36951564","767.39"
"Wyoming","Albany County",2023,1,"3226","32989.3333333333336666","410120450","956.30"
"Texas","Motley County",2023,1,"138","707.3333333333333333","5992210","651.66"
"Texas","Cass County",2023,1,"1176","15228.6666666666666667","167910012","848.15"
"Missouri","Oregon County",2023,1,"520","4661.9999999999999999","37411194","617.29"
"Texas","Bell County",2023,1,"12992","252194.0000000000003333","3733367684","1138.73"
"Michigan","Baraga County",2023,1,"442","5732.6666666666666666","74260726","996.46"
"Georgia","Glascock County",2023,1,"96","727.3333333333333334","6777448","716.79"
"Virginia","Accomack County",2023,1,"3654","23866.0000000000000000","299614852","965.70"
"Illinois","DuPage County",2023,1,"68180","1182786.99999999999966670000","24791530282","1612.33"
"Iowa","Bremer County",2023,1,"1440","19303.3333333333333334","253367062","1009.66"
"Nebraska","Antelope County",2023,1,"558","4102.0000000000000000","43656430","818.67"
"South Dakota","Todd County",2023,1,"214","5618.0000000000000001","77982220","1067.75"
"Louisiana","Pointe Coupee Parish",2023,1,"1038","10903.3333333333333333","132712926","936.29"
"Georgia","Long County",2023,1,"268","2560.0000000000000000","25390422","762.93"
"Ohio","Washington County",2023,1,"3322","49254.0000000000003334","713334134","1114.06"
"Oklahoma","Pushmataha County",2023,1,"570","5136.0000000000000000","47844564","716.58"
"Florida","Gadsden County",2023,1,"1932","36467.3333333333336666","415016800","875.42"
"Iowa","Union County",2023,1,"890","11393.3333333333333333","131778150","889.71"
"Nebraska","Scotts Bluff County",2023,1,"2542","31272.6666666666663333","371730598","914.37"
"Nebraska","Buffalo County",2023,1,"3828","54309.3333333333340000","693511028","982.28"
"North Carolina","Nash County",2023,1,"4802","77665.3333333333333333","1041050266","1031.10"
"Washington","Asotin County",2023,1,"1080","13214.0000000000000001","170391536","991.91"
"Kentucky","Robertson County",2023,1,"118","586.00000000000000000000","5429204","712.68"
"Hawaii","Kauai County",2023,1,"6532","59553.00000000000033330000","818210912","1056.86"
"North Dakota","McKenzie County",2023,1,"1582","21294.0000000000000000","503534364","1818.98"
"Iowa","Adams County",2023,1,"314","2340.6666666666666667","27713700","910.78"
"Idaho","Oneida County",2023,1,"338","2925.3333333333333333","25005146","657.52"
"Oklahoma","Nowata County",2023,1,"376","3890.6666666666666667","45573414","901.04"
"Tennessee","Benton County",2023,1,"728","8581.3333333333333334","92196908","826.45"
"Nebraska","Hitchcock County",2023,1,"186","1310.0000000000000000","14020960","823.31"
"Tennessee","Sullivan County",2023,1,"7956","137714.6666666666660001","2157870308","1205.32"
"Texas","Kent County",2023,1,"64","790.6666666666666666","7737376","752.76"
"Oklahoma","Custer County",2023,1,"2086","24478.0000000000000000","293280106","921.64"
"Virginia","Southampton County",2023,1,"792","7789.3333333333333333","94227936","930.54"
"Montana","Fergus County",2023,1,"1182","8808.6666666666666666","96254064","840.55"
"Georgia","Early County",2023,1,"572","7337.3333333333333333","98405664","1031.66"
"South Dakota","Mellette County",2023,1,"92","619.3333333333333333","5124916","636.53"
"Kansas","Dickinson County",2023,1,"1086","11898.0000000000000000","129654764","838.25"
"Maine","Aroostook County",2023,1,"4750","50552.0000000000003333","626883750","953.91"
"Missouri","Butler County",2023,1,"3116","36056.0000000000003334","385824120","823.13"
"Iowa","Kossuth County",2023,1,"1260","12605.3333333333333333","162357216","990.77"
"Nebraska","Morrill County",2023,1,"378","2974.0000000000000000","34344596","888.33"
"Georgia","Washington County",2023,1,"846","12777.3333333333333333","149939118","902.67"
"Michigan","Delta County",2023,1,"2240","26274.0000000000000000","317970410","930.93"
"Indiana","LaPorte County",2023,1,"4866","80164.6666666666660000","1021130294","979.84"
"New Jersey","Middlesex County",2023,1,"49102","857777.3333333333346667","18434510518","1653.16"
"Michigan","Hillsdale County",2023,1,"1868","22701.33333333333333330000","286490373","970.77"
"Idaho","Bannock County",2023,1,"6060","72319.3333333333340000","827668428","880.36"
"South Carolina","Chester County",2023,1,"1238","20200.0000000000000000","284227196","1082.36"
"Wisconsin","Clark County",2023,1,"1838","22082.6666666666666666","255956946","891.60"
"Virginia","Prince William County",2023,1,"23160","271144.0000000000003334","4157717128","1179.54"
"Nebraska","Logan County",2023,1,"70","316.0000000000000000","2830024","688.91"
"Louisiana","Tangipahoa Parish",2023,1,"7166","93297.3333333333340001","1044243768","860.97"
"Iowa","Sac County",2023,1,"784","5776.0000000000000000","75478316","1005.20"
"Texas","Lavaca County",2023,1,"1002","12014.6666666666666666","142197228","910.41"
"South Dakota","Miner County",2023,1,"214","1442.33333333333333330000","14664764","782.11"
"Indiana","Perry County",2023,1,"774","12795.3333333333333334","155384636","934.14"
"Florida","St. Lucie County",2023,1,"16928","176765.3333333333336666","2287758700","995.57"
"Washington","Jefferson County",2023,1,"2232","17385.3333333333333333","234718270","1038.53"
"Nebraska","Banner County",2023,1,"26","206.0000000000000000","2400466","896.37"
"North Dakota","Ransom County",2023,1,"512","3852.6666666666666666","43816890","874.86"
"Minnesota","Rice County",2023,1,"3542","49921.9999999999996667","677929168","1044.60"
"Wisconsin","Kenosha County",2023,1,"7802","143016.0000000000000000","1978308344","1064.06"
"Oregon","Union County",2023,1,"2116","20760.0000000000000000","257655624","954.70"
"Illinois","Boone County",2023,1,"1724","24980.6666666666666666","379020908","1167.12"
"South Carolina","Bamberg County",2023,1,"638","6964.6666666666666666","72645060","802.35"
"South Dakota","Lawrence County",2023,1,"3144","25376.6666666666666667","312203278","946.37"
"Oregon","Sherman County",2023,1,"246","1859.3333333333333334","27567608","1140.51"
"Louisiana","Grant Parish",2023,1,"564","6628.0000000000000000","82024652","951.96"
"Tennessee","Lawrence County",2023,1,"1710","23381.3333333333333333","257811068","848.18"
"Minnesota","Norman County",2023,1,"518","3138.0000000000000000","38479142","943.25"
"Michigan","Mason County",2023,1,"1526","19194.6666666666666666","232957300","933.58"
"West Virginia","Marshall County",2023,1,"1248","21157.9999999999999999","341557832","1241.78"
"Missouri","Texas County",2023,1,"1228","11813.3333333333333334","112606644","733.24"
"Virginia","James City County",2023,1,"4810","56092.6666666666660001","735726238","1008.94"
"Iowa","Marshall County",2023,1,"2100","31064.0000000000000000","417323024","1033.41"
"South Dakota","Hyde County",2023,1,"132","823.00000000000000000000","10685437","998.73"
"Kansas","Leavenworth County",2023,1,"3186","43044.6666666666666667","594443652","1062.30"
"Missouri","Benton County",2023,1,"1164","7298.0000000000000000","65784728","693.39"
"Indiana","St. Joseph County",2023,1,"12798","238710.0000000000003333","3469798812","1118.12"
"Virginia","Fairfax County",2023,1,"87630","1244379.3333333333340000","35295017752","2181.81"
"Tennessee","Robertson County",2023,1,"3120","45963.3333333333333333","571294012","956.10"
"Tennessee","Williamson County",2023,1,"27108","305020.6666666666666667","7027498840","1772.26"
"Virginia","Dickenson County",2023,1,"842","6500.6666666666666667","88999780","1053.14"
"South Carolina","Greenwood County",2023,1,"3002","55168.0000000000000000","722089612","1006.84"
"Kansas","Rush County",2023,1,"236","2162.6666666666666666","21648898","770.02"
"Virginia","Manassas Park city",2023,1,"746","8872.6666666666666667","114695542","994.37"
"Minnesota","Kanabec County",2023,1,"698","7836.6666666666666667","93740182","920.13"
"Georgia","Ben Hill County",2023,1,"766","11809.3333333333333334","126604650","824.67"
"Pennsylvania","Huntingdon County",2023,1,"2036","24092.6666666666666666","278428368","888.97"
"Idaho","Gem County",2023,1,"1342","8607.3333333333333333","88208640","788.31"
"Michigan","Allegan County",2023,1,"5630","79147.3333333333333333","1235269784","1200.56"
"Tennessee","Washington County",2023,1,"7540","128445.3333333333340000","1721303258","1030.85"
"Michigan","Clinton County",2023,1,"3068","35444.0000000000003333","440158024","955.26"
"South Carolina","Spartanburg County",2023,1,"15438","302922.0000000000000000","4378486776","1111.86"
"Pennsylvania","Franklin County",2023,1,"6790","117908.6666666666663333","1539112148","1004.11"
"North Carolina","Pamlico County",2023,1,"694","7265.3333333333333334","64555540","683.49"
"Oklahoma","Beckham County",2023,1,"1602","19392.0000000000000000","256114850","1015.94"
"New York","Wayne County",2023,1,"4204","54449.3333333333333334","790934488","1117.39"
"Nebraska","Phelps County",2023,1,"844","9667.9999999999999999","135993156","1082.02"
"New York","Putnam County",2023,1,"6450","52855.3333333333340000","858808170","1249.87"
"Utah","Washington County",2023,1,"15838","163759.3333333333336667","1826445656","857.94"
"New Jersey","Union County",2023,1,"32054","456078.6666666666663334","10256863278","1729.94"
"Missouri","Schuyler County",2023,1,"198","1542.6666666666666667","13895980","692.91"
"Missouri","Howell County",2023,1,"2768","30797.3333333333336666","325288468","812.48"
"Kentucky","Knott County",2023,1,"602","4328.0000000000000000","40131242","713.27"
"New York","Niagara County",2023,1,"9920","131733.3333333333333334","1773686678","1035.71"
"Florida","Glades County",2023,1,"396","3937.3333333333333334","54093742","1056.82"
"Ohio","Defiance County",2023,1,"1850","29649.3333333333336667","400058520","1037.92"
"North Dakota","Grand Forks County",2023,1,"5216","78177.9999999999996667","1073119248","1055.89"
"Mississippi","Benton County",2023,1,"184","2143.3333333333333333","22810828","818.67"
"New York","Queens County",2023,1,"114738","1439150.0000000000000000","24304591352","1299.09"
"Florida","Wakulla County",2023,1,"1232","12701.3333333333333334","144327958","874.09"
"New York","Nassau County",2023,1,"111866","1229662.6666666666663333","23447533642","1466.79"
"South Carolina","Union County",2023,1,"950","14601.3333333333333334","166767344","878.57"
"Michigan","Benzie County",2023,1,"1058","8665.3333333333333333","96315920","855.01"
"North Carolina","Cherokee County",2023,1,"1722","15997.3333333333333333","170799878","821.29"
"Virginia","Smyth County",2023,1,"2004","23382.0000000000000000","263127756","865.65"
"Nebraska","Saline County",2023,1,"806","13168.0000000000000001","178973068","1045.50"
"Georgia","Treutlen County",2023,1,"218","2051.3333333333333334","22386944","839.49"
"Michigan","Eaton County",2023,1,"4516","84465.9999999999996666","1230402636","1120.53"
"Florida","Hernando County",2023,1,"9000","98551.9999999999996666","1150216136","897.78"
"Virginia","Fredericksburg city",2023,1,"3842","47788.6666666666663334","712235614","1146.45"
"Nebraska","Cedar County",2023,1,"678","5192.0000000000000000","54734354","810.93"
"New Mexico","Grant County",2023,1,"1490","18172.6666666666666667","250540052","1060.51"
"Tennessee","Morgan County",2023,1,"474","6898.6666666666666667","76531272","853.36"
"Missouri","Iron County",2023,1,"1248","6830.0000000000000001","75506710","850.40"
"Oregon","Josephine County",2023,1,"5752","61098.6666666666666666","732604330","922.35"
"North Carolina","Cumberland County",2023,1,"14862","243454.6666666666660000","3253006818","1027.84"
"Kentucky","Fayette County",2023,1,"28308","398316.0000000000003333","6336424054","1223.69"
"Kansas","Miami County",2023,1,"1774","17037.3333333333333334","214991326","970.68"
"Iowa","Dubuque County",2023,1,"7344","115599.3333333333333333","1638957266","1090.61"
"Montana","Wibaux County",2023,1,"94","479.3333333333333334","4545718","729.49"
"Iowa","Guthrie County",2023,1,"772","6115.9999999999999999","80526114","1012.81"
"Virginia","Roanoke County",2023,1,"5862","74980.6666666666663333","981623350","1007.05"
"Illinois","Crawford County",2023,1,"824","12622.66666666666666660000","208424579","1270.15"
"Georgia","Macon County",2023,1,"456","5375.3333333333333334","72426650","1036.45"
"South Dakota","Clark County",2023,1,"368","2279.3333333333333334","25940696","875.45"
"Tennessee","Lauderdale County",2023,1,"740","13341.3333333333333333","157771988","909.68"
"Oklahoma","Atoka County",2023,1,"666","6543.3333333333333333","60811994","714.90"
"Texas","Burleson County",2023,1,"916","9441.3333333333333334","130013172","1059.28"
"North Carolina","Macon County",2023,1,"2852","24202.6666666666666666","274535884","872.55"
"South Dakota","Aurora County",2023,1,"210","1651.3333333333333334","15535968","723.70"
"Oregon","Columbia County",2023,1,"3054","24116.6666666666666667","309613356","987.55"
"New Jersey","Gloucester County",2023,1,"14202","242765.9999999999996666","3438933932","1089.66"
"Illinois","Woodford County",2023,1,"1546","21075.3333333333333334","271648802","991.49"
"Georgia","McIntosh County",2023,1,"460","3483.9999999999999999","34408670","759.71"
"North Carolina","Cabarrus County",2023,1,"12816","168062.0000000000006667","2262398652","1035.51"
"Minnesota","St. Louis County",2023,1,"11154","185764.6666666666660001","2750961720","1139.14"
"Michigan","Arenac County",2023,1,"742","7381.9999999999999999","79384094","827.21"
"Wisconsin","Dunn County",2023,1,"2114","32504.00000000000066670000","407821419","965.14"
"Utah","Piute County",2023,1,"114","586.0000000000000000","4858670","637.79"
"Minnesota","Waseca County",2023,1,"1126","10586.6666666666666666","133708190","971.53"
"Idaho","Jefferson County",2023,1,"2070","14949.3333333333333334","152079252","782.54"
"Texas","Limestone County",2023,1,"824","14343.66666666666666670000","250100834","1341.26"
"Pennsylvania","Lackawanna County",2023,1,"11058","190866.6666666666660001","2485532162","1001.72"
"Vermont","Chittenden County",2023,1,"17904","202979.3333333333336667","3589968670","1360.49"
"Oklahoma","Kiowa County",2023,1,"484","3923.3333333333333333","41231664","808.41"
"Utah","Weber County",2023,1,"14364","235927.9999999999996666","3258465806","1062.41"
"Louisiana","Iberville Parish",2023,1,"1634","30946.0000000000000000","647942924","1610.60"
"Kansas","Lincoln County",2023,1,"230","1878.0000000000000000","19571958","801.67"
"Nebraska","Nance County",2023,1,"224","1842.0000000000000000","19724050","823.69"
"Missouri","Jasper County",2023,1,"7028","116948.6666666666663334","1374486854","904.07"
"Texas","Callahan County",2023,1,"666","5895.3333333333333333","74276932","969.18"
"North Dakota","Oliver County",2023,1,"138","1298.0000000000000001","29340812","1738.82"
"New York","Chemung County",2023,1,"3864","65557.3333333333340001","977245222","1146.67"
"Georgia","Marion County",2023,1,"256","2529.3333333333333333","23280818","708.03"
"Ohio","Morgan County",2023,1,"466","5729.3333333333333333","67423866","905.25"
"Montana","Lewis and Clark County",2023,1,"7330","76992.0000000000003333","1130256566","1129.24"
"Florida","Lake County",2023,1,"21238","226838.6666666666663333","2801629700","950.06"
"Florida","Sarasota County",2023,1,"39248","372011.3333333333333334","5727922396","1184.40"
"North Dakota","Dunn County",2023,1,"454","3992.6666666666666667","89383564","1722.07"
"Maryland","Worcester County",2023,1,"4570","42684.0000000000003333","474428762","854.99"
"Texas","Brazos County",2023,1,"10408","239626.0000000000000000","3103204620","996.17"
"Kansas","Ellis County",2023,1,"2210","30924.0000000000000000","370184648","920.83"
"Pennsylvania","Clarion County",2023,1,"2164","23942.0000000000000000","264783542","850.72"
"Ohio","Warren County",2023,1,"12600","195825.3333333333333334","3232302076","1269.70"
"Indiana","Lake County",2023,1,"22954","372444.6666666666666667","5583145398","1153.12"
"Montana","Granite County",2023,1,"358","1807.3333333333333333","16516006","702.95"
"Nebraska","Dodge County",2023,1,"2208","36841.3333333333340001","475552946","992.93"
"North Carolina","Graham County",2023,1,"424","3746.6666666666666665","39802588","817.19"
"Ohio","Noble County",2023,1,"584","5881.3333333333333334","75578722","988.51"
"Texas","Terrell County",2023,1,"98","522.6666666666666667","7021854","1033.44"
"Virginia","Nottoway County",2023,1,"1134","10768.0000000000000000","138194562","987.22"
"Texas","Moore County",2023,1,"1092","23859.3333333333333334","361311552","1164.88"
"Ohio","Brown County",2023,1,"1466","15450.0000000000000000","156329534","778.34"
"Texas","Red River County",2023,1,"534","5564.0000000000000000","62901400","869.62"
"Texas","Ward County",2023,1,"806","11457.3333333333333333","225525900","1514.15"
"South Dakota","Beadle County",2023,1,"1368","16784.0000000000000001","203527302","932.79"
"Massachusetts","Essex County",2023,1,"60276","632116.0000000000000000","12032415862","1464.24"
"North Dakota","Traill County",2023,1,"818","6878.6666666666666667","94465406","1056.39"
"Kentucky","Rockcastle County",2023,1,"530","8053.3333333333333334","82625752","789.22"
"Oregon","Harney County",2023,1,"738","5085.3333333333333333","56847516","859.90"
"Kentucky","Hart County",2023,1,"794","9854.0000000000000000","119834260","935.46"
"Virginia","Charlotte County",2023,1,"1858","5826.6666666666666667","65184256","860.56"
"Indiana","Clark County",2023,1,"6148","114046.6666666666660000","1487028190","1002.98"
"Mississippi","Prentiss County",2023,1,"1076","14746.6666666666666667","148252148","773.33"
"North Carolina","Durham County",2023,1,"22440","461829.9999999999996667","11138063224","1855.17"
"Texas","Blanco County",2023,1,"984","8024.0000000000000001","127485278","1222.15"
"Wisconsin","St. Croix County",2023,1,"4922","71000.6666666666660000","955944574","1035.68"
"Wyoming","Natrona County",2023,1,"7676","77032.6666666666666666","1107685148","1106.11"
"Texas","Orange County",2023,1,"2952","46464.6666666666660000","725806004","1201.58"
"Ohio","Richland County",2023,1,"5856","95973.3333333333333333","1167103656","935.44"
"Massachusetts","Dukes County",2023,1,"3052","14755.3333333333333335","255400852","1331.47"
"Illinois","Warren County",2023,1,"744","12467.3333333333333334","149875188","924.73"
"Kansas","Stevens County",2023,1,"390","4076.0000000000000000","52858450","997.56"
"Texas","La Salle County",2023,1,"388","6750.0000000000000000","122926200","1400.87"
"New York","Erie County",2023,1,"50068","908445.9999999999996667","14963099844","1267.01"
"Michigan","St. Clair County",2023,1,"6656","81980.0000000000000000","1133487622","1063.57"
"Florida","Jackson County",2023,1,"2038","29666.0000000000000000","329234828","853.70"
"South Dakota","Day County",2023,1,"488","3455.9999999999999999","36841734","820.02"
"Tennessee","Overton County",2023,1,"900","11031.3333333333333333","117144976","816.87"
"Illinois","Wabash County",2023,1,"536","6592.0000000000000000","76582666","893.66"
"North Carolina","Burke County",2023,1,"3444","58544.6666666666660000","670869340","881.47"
"Florida","Calhoun County",2023,1,"546","6200.0000000000000000","59771772","741.59"
"West Virginia","McDowell County",2023,1,"710","7798.6666666666666666","101642724","1002.57"
"Kentucky","Ballard County",2023,1,"444","5564.0000000000000000","62270876","860.90"
"Oklahoma","Mayes County",2023,1,"2034","26017.3333333333333334","346909558","1025.68"
"Virginia","Loudoun County",2023,1,"32092","368680.6666666666666667","7628183308","1591.58"
"Louisiana","Cameron Parish",2023,1,"342","7998.6666666666666666","281221334","2704.50"
"South Carolina","Newberry County",2023,1,"1752","30490.0000000000000000","365230562","921.44"
"North Dakota","Billings County",2023,1,"104","790.0000000000000000","11198082","1090.37"
"Michigan","Roscommon County",2023,1,"1264","11601.3333333333333334","115626264","766.66"
"Tennessee","Cumberland County",2023,1,"2920","37091.3333333333333333","404878158","839.67"
"Iowa","Fremont County",2023,1,"578","4378.6666666666666666","51418166","903.30"
"Illinois","Clark County",2023,1,"642","9016.6666666666666666","105453502","899.65"
"Minnesota","Becker County",2023,1,"2276","28928.6666666666663333","357686650","951.11"
"Georgia","Wheeler County",2023,1,"168","2270.0000000000000000","24305820","823.65"
"Iowa","Des Moines County",2023,1,"2768","38375.3333333333333333","487807928","977.81"
"Idaho","Fremont County",2023,1,"1036","6288.6666666666666667","64968370","794.69"
"Nebraska","Wayne County",2023,1,"554","8261.3333333333333334","84688052","788.55"
"Missouri","Macon County",2023,1,"830","9554.6666666666666666","93996274","756.75"
"New York","Orange County",2023,1,"23356","302883.3333333333333334","4613955076","1171.80"
"Kentucky","Clinton County",2023,1,"574","7187.3333333333333333","66372764","710.36"
"Louisiana","Union Parish",2023,1,"904","10196.6666666666666666","102953890","776.68"
"Oklahoma","Greer County",2023,1,"218","1767.9999999999999999","16073016","699.31"
"Texas","Schleicher County",2023,1,"172","1167.00000000000000000000","15833807","1043.69"
"Illinois","Greene County",2023,1,"470","4589.3333333333333334","50138544","840.39"
"Pennsylvania","Lebanon County",2023,1,"5828","102785.3333333333340000","1387009028","1038.02"
"Georgia","Meriwether County",2023,1,"848","9058.6666666666666667","103782942","881.29"
"Kentucky","Fulton County",2023,1,"430","4543.3333333333333333","44927788","760.67"
"Texas","Winkler County",2023,1,"466","7321.3333333333333333","163703176","1719.98"
"Texas","Montgomery County",2023,1,"29964","436876.6666666666660000","8415096272","1481.69"
"Nebraska","Clay County",2023,1,"560","3972.0000000000000000","46658588","903.61"
"Florida","Okeechobee County",2023,1,"2180","23963.3333333333333333","273683150","878.53"
"West Virginia","Barbour County",2023,1,"724","8006.6666666666666666","107395468","1031.79"
"Wisconsin","Langlade County",2023,1,"1200","14312.6666666666666667","155276520","834.53"
"Virginia","Pittsylvania County",2023,1,"3294","25590.6666666666666666","290556096","873.38"
"Oklahoma","Jefferson County",2023,1,"302","2092.0000000000000000","18051850","663.77"
"Texas","Jasper County",2023,1,"1360","18038.0000000000000000","224389288","956.91"
"New Jersey","Mercer County",2023,1,"22640","519806.0000000000000000","13403875646","1983.56"
"Kentucky","Floyd County",2023,1,"2170","21997.3333333333333334","239305706","836.83"
"Wisconsin","Dane County",2023,1,"33654","690285.3333333333333333","12693391948","1414.51"
"Indiana","Pulaski County",2023,1,"716","10376.6666666666666667","137346622","1018.16"
"Georgia","Catoosa County",2023,1,"2428","31980.0000000000000000","350835508","843.88"
"South Dakota","Charles Mix County",2023,1,"764","6782.0000000000000000","71365708","809.45"
"Michigan","Ogemaw County",2023,1,"1334","11976.6666666666666667","120971616","776.97"
"Wisconsin","Ashland County",2023,1,"1226","15070.6666666666666666","176551524","901.15"
"Texas","Caldwell County",2023,1,"1740","19670.6666666666666667","240895674","942.03"
"Virginia","Buchanan County",2023,1,"1530","11932.0000000000000000","174646976","1125.91"
"New Mexico","Quay County",2023,1,"650","5133.9999999999999999","51092720","765.53"
"New Mexico","De Baca County",2023,1,"164","903.3333333333333334","9377160","798.51"
"Kentucky","Logan County",2023,1,"1454","18125.3333333333333333","250267440","1062.12"
"Oklahoma","Harper County",2023,1,"290","2175.3333333333333334","23946272","846.78"
"Virginia","Sussex County",2023,1,"848","6697.3333333333333333","90741036","1042.22"
"Kentucky","Wolfe County",2023,1,"368","2752.6666666666666666","25681282","717.66"
"Iowa","Polk County",2023,1,"40062","614118.6666666666660000","11537451772","1445.15"
"Tennessee","Montgomery County",2023,1,"8952","123106.6666666666666667","1476817434","922.79"
"Michigan","Washtenaw County",2023,1,"20824","426496.6666666666663333","7488287408","1350.59"
"Louisiana","St. Martin Parish",2023,1,"2206","23621.3333333333333334","306754864","998.95"
"West Virginia","Hardy County",2023,1,"816","11557.9999999999999999","134670218","896.28"
"Georgia","Taliaferro County",2023,1,"60","474.0000000000000001","4555834","739.34"
"Pennsylvania","Clearfield County",2023,1,"4198","58014.6666666666663333","715996956","949.36"
"Georgia","Chatham County",2023,1,"20976","334516.0000000000003333","4983680776","1146.01"
"Missouri","Scott County",2023,1,"2740","31633.3333333333333333","371453446","903.27"
"Iowa","Mills County",2023,1,"862","5568.99999999999999990000","78620855","1085.97"
"Virginia","Highland County",2023,1,"486","1134.6666666666666666","11122238","754.02"
"New York","Richmond County",2023,1,"21168","261359.9999999999996667","4218979904","1241.72"
"Missouri","Carroll County",2023,1,"632","5020.6666666666666666","48795382","747.61"
